Label,StopwordRemovedSentence
positive,kept apart fellow travellers knowing mr fogg taciturn tastes besides quite like talk man whose favours accepted
neutral,thinking future
positive,seemed certain fogg would stop yokohama would take boat san francisco vast extent america would ensure impunity safety
neutral,fogg plan appeared simplest world
positive,instead sailing directly england united states like common villain traversed three quarters globe gain american continent surely throwing police track would quietly enjoy fortune stolen bank
positive,united states fix
negative,abandon man
neutral,hundred times
neutral,secured extradition would lose sight hour
neutral,duty would fulfil end
positive,events one thing thankful passepartout master important confidences fix imparted servant never speech master
negative,phileas fogg also thinking passepartout strangely disappeared
negative,looking matter every point view seem impossible mistake man might embarked carnatic last moment also aouda opinion regretted much loss worthy fellow owed much
positive,might find yokohama carnatic carrying thither would easy ascertain board
positive,brisk breeze arose ten clock though might prudent take reef pilot carefully examining heavens let craft remain rigged
positive,tankadere bore sail admirably drew great deal water everything prepared high speed case gale
neutral,mr fogg aouda descended cabin midnight already preceded fix lain one cots
neutral,pilot crew remained deck night
neutral,sunrise next day 8th november boat made one hundred miles
neutral,log indicated mean speed eight nine miles
positive,tankadere still carried sail accomplishing greatest capacity speed
positive,wind held chances would favour
neutral,day kept along coast currents favourable coast irregular profile visible sometimes across clearings five miles distant
negative,sea less boisterous since wind came land fortunate circumstance boat would suffer owing small tonnage heavy surge sea
neutral,breeze subsided little towards noon set south west
neutral,pilot put poles took within two hours wind freshened anew
positive,mr fogg aouda happily unaffected roughness sea ate good appetite fix invited share repast accepted secret chagrin
positive,travel man expense live upon provisions palatable
neutral,still obliged eat ate
positive,meal took mr fogg apart said sir sir scorched lips control avoid collaring gentleman sir kind give passage boat
positive,though means admit expending freely must ask pay share let us speak sir replied mr fogg
positive,insist sir repeated mr fogg tone admit reply
positive,enters general expenses fix bowed stifled feeling going forward ensconced open mouth rest day
positive,meanwhile progressing famously john bunsby high hope
positive,several times assured mr fogg would reach shanghai time gentleman responded counted upon
positive,crew set work good earnest inspired reward gained
negative,sheet tightened sail vigorously hoisted lurch could charged man helm
negative,worked desperately contesting royal yacht regatta
positive,evening log showed two hundred twenty miles accomplished hong kong mr fogg might hope would able reach yokohama without recording delay journal case many misadventures overtaken since left london would seriously affect journey
negative,tankadere entered straits fo kien separate island formosa chinese coast small hours night crossed tropic cancer
negative,sea rough straits full eddies formed counter currents chopping waves broke course whilst became difficult stand deck
negative,daybreak wind began blow hard heavens seemed predict gale
negative,barometer announced speedy change mercury rising falling capriciously sea also south east raised long surges indicated tempest
neutral,sun set evening red mist midst phosphorescent scintillations ocean
negative,john bunsby long examined threatening aspect heavens muttering indistinctly teeth
positive,last said low voice mr fogg shall speak honour course well going squall wind north south asked mr fogg quietly
neutral,south
neutral,look
positive,typhoon coming glad typhoon south carry us forward oh take way said john bunsby nothing say john bunsby suspicions confirmed
positive,less advanced season year typhoon according famous meteorologist would passed away like luminous cascade electric flame winter equinox feared would burst upon great violence
neutral,pilot took precautions advance
neutral,reefed sail pole masts dispensed hands went forward bows
positive,single triangular sail strong canvas hoisted storm jib hold wind behind
neutral,waited
positive,john bunsby requested passengers go imprisonment narrow space little air boat bouncing gale far pleasant
negative,neither mr fogg fix aouda consented leave deck
neutral,storm rain wind descended upon towards eight clock
negative,bit sail tankadere lifted like feather wind idea whose violence scarcely given
positive,compare speed four times locomotive going full steam would truth
positive,boat scudded thus northward whole day borne monstrous waves preserving always fortunately speed equal
positive,twenty times seemed almost submerged mountains water rose behind adroit management pilot saved
neutral,passengers often bathed spray submitted philosophically
positive,fix cursed doubt aouda eyes fastened upon protector whose coolness amazed showed worthy bravely weathered storm
neutral,phileas fogg seemed typhoon part programme
negative,time tankadere always held course north towards evening wind veering three quarters bore north west
negative,boat lying trough waves shook rolled terribly sea struck fearful violence
negative,night tempest increased violence
negative,john bunsby saw approach darkness rising storm dark misgivings
neutral,thought awhile asked crew time slacken speed
positive,consultation approached mr fogg said think honour well make one ports coast think ah said pilot
neutral,one know one returned mr fogg tranquilly
positive,shanghai pilot first seem comprehend could scarcely realise much determination tenacity
positive,cried well yes
positive,honour right
neutral,shanghai tankadere kept steadily northward track
positive,night really terrible would miracle craft founder
neutral,twice could crew constantly watch
negative,aouda exhausted utter complaint
negative,mr fogg rushed protect violence waves
neutral,day reappeared
neutral,tempest still raged undiminished fury wind returned south east
negative,favourable change tankadere bounded forward mountainous sea though waves crossed imparted shocks counter shocks would crushed craft less solidly built
negative,time time coast visible broken mist vessel sight
negative,tankadere alone upon sea
positive,signs calm noon became distinct sun descended toward horizon
positive,tempest brief terrific
negative,passengers thoroughly exhausted could eat little take repose
neutral,night comparatively quiet
positive,sails hoisted speed boat good
neutral,next morning dawn espied coast john bunsby able assert one hundred miles shanghai
neutral,hundred miles one day traverse
negative,evening mr fogg due shanghai wish miss steamer yokohama
negative,storm several hours lost would moment within thirty miles destination
positive,wind grew decidedly calmer happily sea fell
neutral,sails hoisted noon tankadere within forty five miles shanghai
positive,remained yet six hours accomplish distance
negative,board feared could done every one phileas fogg doubt excepted felt heart beat impatience
positive,boat must keep average nine miles hour wind becoming calmer every moment
neutral,capricious breeze coming coast passed sea became smooth
positive,still tankadere light fine sails caught fickle zephyrs well aid currents john bunsby found six clock ten miles mouth shanghai river
neutral,shanghai situated least twelve miles stream
neutral,seven still three miles shanghai
negative,pilot swore angry oath reward two hundred pounds evidently point escaping
neutral,looked mr fogg
positive,mr fogg perfectly tranquil yet whole fortune moment stake
positive,moment also long black funnel crowned wreaths smoke appeared edge waters
neutral,american steamer leaving yokohama appointed time
negative,confound cried john bunsby pushing back rudder desperate jerk
neutral,signal said phileas fogg quietly
neutral,small brass cannon stood forward deck tankadere making signals fogs
negative,loaded muzzle pilot apply red hot coal touchhole mr fogg said hoist flag flag run half mast signal distress hoped american steamer perceiving would change course little succour pilot boat
negative,fire said mr fogg
neutral,booming little cannon resounded air
positive,carried large cargo well filled cabin passengers
neutral,two state rooms rear however unoccupied engaged phileas fogg
neutral,next day passenger half stupefied eye staggering gait disordered hair seen emerge second cabin totter seat deck
neutral,passepartout happened follows shortly fix left opium den two waiters lifted unconscious passepartout carried bed reserved smokers
negative,three hours later pursued even dreams fixed idea poor fellow awoke struggled stupefying influence narcotic
negative,thought duty unfulfilled shook torpor hurried abode drunkenness
positive,staggering holding keeping walls falling creeping irresistibly impelled kind instinct kept crying carnatic carnatic steamer lay puffing alongside quay point starting
neutral,passepartout steps go rushing upon plank crossed fell unconscious deck carnatic moving
negative,several sailors evidently accustomed sort scene carried poor frenchman second cabin passepartout wake one hundred fifty miles away china
positive,thus found next morning deck carnatic eagerly inhaling exhilarating sea breeze
positive,pure air sobered
negative,began collect sense found difficult task last recalled events evening fix revelation opium house
negative,evident said abominably drunk
neutral,mr fogg say
positive,least missed steamer important thing fix occurred rascal hope well rid dared proposed follow us board carnatic detective track mr fogg accused robbing bank england
neutral,pshaw
negative,mr fogg robber murderer divulge fix real errand master
neutral,would tell part detective playing
positive,would better wait mr fogg reached london impart agent metropolitan police following round world good laugh
neutral,doubt least worth considering
positive,first thing find mr fogg apologise singular behaviour
neutral,passepartout got proceeded well could rolling steamer deck
neutral,saw one resembled either master aouda
positive,good muttered aouda got yet mr fogg probably found partners whist descended saloon
neutral,mr fogg
neutral,passepartout however ask purser number master state room
neutral,purser replied know passenger name fogg
positive,beg pardon said passepartout persistently
negative,tall gentleman quiet talkative young lady young lady board interrupted purser
neutral,list passengers may see passepartout scanned list master name upon
negative,idea struck
neutral,ah
negative,carnatic yes way yokohama certainly passepartout instant feared wrong boat though really carnatic master
neutral,fell thunderstruck seat
neutral,saw
neutral,remembered time sailing changed informed master fact done
negative,fault mr fogg aouda missed steamer
negative,yes still fault traitor order separate master detain latter hong kong inveigled getting drunk
negative,saw detective trick moment mr fogg certainly ruined bet lost perhaps arrested imprisoned
neutral,thought passepartout tore hair
positive,ah fix ever came within reach settling accounts would
positive,first depression passepartout became calmer began study situation
positive,certainly enviable one
neutral,found way japan got
negative,pocket empty solitary shilling much penny
positive,passage fortunately paid advance five six days decide upon future course
neutral,fell meals appetite ate mr fogg aouda
positive,helped generously japan desert nothing eat looked
neutral,dawn 13th carnatic entered port yokohama
positive,important port call pacific mail steamers carrying travellers north america china japan oriental islands put
positive,situated bay yeddo short distance second capital japanese empire residence tycoon civil emperor mikado spiritual emperor absorbed office
neutral,carnatic anchored quay near custom house midst crowd ships bearing flags nations
positive,passepartout went timidly ashore curious territory sons sun
positive,nothing better taking chance guide wander aimlessly streets yokohama
positive,found first thoroughly european quarter houses low fronts adorned verandas beneath caught glimpses neat peristyles
neutral,quarter occupied streets squares docks warehouses space promontory treaty river
positive,hong kong calcutta mixed crowds races americans english chinamen dutchmen mostly merchants ready buy sell anything
negative,frenchman felt much alone among dropped midst hottentots
neutral,least one resource call french english consuls yokohama assistance
positive,shrank telling story adventures intimately connected master determined exhaust means aid
positive,chance favour european quarter penetrated inhabited native japanese determined necessary push yeddo
positive,japanese quarter yokohama called benten goddess sea worshipped islands round
positive,passepartout beheld beautiful fir cedar groves sacred gates singular architecture bridges half hid midst bamboos reeds temples shaded immense cedar trees holy retreats sheltered buddhist priests sectaries confucius interminable streets perfect harvest rose tinted red cheeked children looked cut japanese screens playing midst short legged poodles yellowish cats might gathered
neutral,streets crowded people
negative,priests passing processions beating dreary tambourines police custom house officers pointed hats encrusted lac carrying two sabres hung waists soldiers clad blue cotton white stripes bearing guns mikado guards enveloped silken doubles hauberks coats mail numbers military folk ranks military profession much respected japan despised china went hither thither groups pairs
negative,passepartout saw begging friars long robed pilgrims simple civilians warped jet black hair big heads long busts slender legs short stature complexions varying copper colour dead white never yellow like chinese japanese widely differ
positive,fail observe curious equipages carriages palanquins barrows supplied sails litters made bamboo women thought especially handsome took little steps little feet whereon wore canvas shoes straw sandals clogs worked wood displayed tight looking eyes flat chests teeth fashionably blackened gowns crossed silken scarfs tied enormous knot behind ornament modern parisian ladies seem borrowed dames japan
positive,passepartout wandered several hours midst motley crowd looking windows rich curious shops jewellery establishments glittering quaint japanese ornaments restaurants decked streamers banners tea houses odorous beverage drunk saki liquor concocted fermentation rice comfortable smoking houses puffing opium almost unknown japan fine stringy tobacco
neutral,went till found fields midst vast rice plantations
positive,saw dazzling camellias expanding flowers giving forth last colours perfumes bushes trees within bamboo enclosures cherry plum apple trees japanese cultivate rather blossoms fruit queerly fashioned grinning scarecrows protected sparrows pigeons ravens voracious birds
positive,branches cedars perched large eagles amid foliage weeping willows herons solemnly standing one leg every hand crows ducks hawks wild birds multitude cranes japanese consider sacred minds symbolise long life prosperity
neutral,strolling along passepartout espied violets among shrubs
positive,good said supper smelling found odourless
positive,chance thought
positive,worthy fellow certainly taken good care eat hearty breakfast possible leaving carnatic walking day demands hunger becoming importunate
negative,observed butchers stalls contained neither mutton goat pork knowing also sacrilege kill cattle preserved solely farming made mind meat far plentiful yokohama mistaken default butcher meat could wished quarter wild boar deer partridge quails game fish rice japanese eat almost exclusively
neutral,found necessary keep stout heart postpone meal craved till following morning
neutral,night came passepartout entered native quarter wandered streets lit vari coloured lanterns looking dancers executing skilful steps boundings astrologers stood open air telescopes
neutral,came harbour lit resin torches fishermen fishing boats
positive,streets last became quiet patrol officers splendid costumes surrounded suites passepartout thought seemed like ambassadors succeeded bustling crowd
positive,time company passed passepartout chuckled said good
negative,might indeed sell watch would starved first
positive,never must use strong melodious voice nature bestowed upon
positive,knew several french english songs resolved try upon japanese must lovers music since ever pounding cymbals tam tams tambourines could appreciate european talent
positive,perhaps rather early morning get concert audience prematurely aroused slumbers might possibly pay entertainer coin bearing mikado features
neutral,passepartout therefore decided wait several hours sauntering along occurred would seem rather well dressed wandering artist
negative,idea struck change garments clothes harmony project might also get little money satisfy immediate cravings hunger
neutral,resolution taken remained carry
neutral,long search passepartout discovered native dealer old clothes applied exchange
positive,man liked european costume ere long passepartout issued shop accoutred old japanese coat sort one sided turban faded long use
neutral,small pieces silver moreover jingled pocket
positive,good thought
positive,imagine carnival first care thus japanesed enter tea house modest appearance upon half bird little rice breakfast like man dinner yet problem solved
neutral,thought eaten heartily lose head
neutral,sell costume one still japanese
positive,must consider leave country sun shall retain delightful memories quickly possible occurred visit steamers leave america
neutral,would offer cook servant payment passage meals
neutral,san francisco would find means going
positive,difficulty traverse four thousand seven hundred miles pacific lay japan new world
neutral,passepartout man let idea go begging directed steps towards docks
neutral,approached project first seemed simple began grow formidable mind
positive,need would cook servant american steamer confidence would put dressed
neutral,references could give
positive,reflecting wise eyes fell upon immense placard sort clown carrying streets
positive,placard english read follows acrobatic japanese troupe honourable william batulcar proprietor last representations prior departure united states long noses
neutral,long noses
positive,direct patronage god tingou
positive,great attraction
positive,united states said passepartout want followed clown soon found japanese quarter
negative,quarter hour later stopped large cabin adorned several clusters streamers exterior walls designed represent violent colours without perspective company jugglers
neutral,honourable william batulcar establishment
neutral,gentleman sort barnum director troupe mountebanks jugglers clowns acrobats equilibrists gymnasts according placard giving last performances leaving empire sun states union
neutral,passepartout entered asked mr batulcar straightway appeared person
positive,want said passepartout first took native
positive,would like servant sir asked passepartout
negative,servant cried mr batulcar caressing thick grey beard hung chin
positive,already two obedient faithful never left serve nourishment added holding two robust arms furrowed veins large strings bass viol
neutral,use none devil
positive,like cross pacific ah said honourable mr batulcar
neutral,japanese monkey
positive,dressed way man dresses true
positive,frenchman yes parisian paris ought know make grimaces replied passepartout little vexed nationality cause question frenchmen know make grimaces true better americans true
neutral,well take servant clown
positive,see friend france exhibit foreign clowns foreign parts french clowns ah pretty strong eh especially good meal sing yes returned passepartout formerly wont sing streets
positive,sing standing head top spinning left foot sabre balanced right humph
neutral,think replied passepartout recalling exercises younger days
neutral,well enough said honourable william batulcar
neutral,engagement concluded
neutral,passepartout last found something
positive,engaged act celebrated japanese troupe
neutral,dignified position within week would way san francisco
positive,performance noisily announced honourable mr batulcar commence three clock soon deafening instruments japanese orchestra resounded door
positive,passepartout though able study rehearse part designated lend aid sturdy shoulders great exhibition human pyramid executed long noses god tingou
positive,great attraction close performance
neutral,three clock large shed invaded spectators comprising europeans natives chinese japanese men women children precipitated upon narrow benches boxes opposite stage
neutral,musicians took position inside vigorously performing gongs tam tams flutes bones tambourines immense drums
positive,performance much like acrobatic displays must confessed japanese first equilibrists world
positive,one fan bits paper performed graceful trick butterflies flowers another traced air odorous smoke pipe series blue words composed compliment audience third juggled lighted candles extinguished successively passed lips relit without interrupting instant juggling
positive,another reproduced singular combinations spinning top hands revolving tops seemed animated life interminable whirling ran pipe stems edges sabres wires even hairs stretched across stage turned around edges large glasses crossed bamboo ladders dispersed corners produced strange musical effects combination various pitches tone
positive,jugglers tossed air threw like shuttlecocks wooden battledores yet kept spinning put pockets took still whirling
negative,useless describe astonishing performances acrobats gymnasts
positive,turning ladders poles balls barrels c executed wonderful precision
positive,principal attraction exhibition long noses show europe yet stranger
positive,long noses form peculiar company direct patronage god tingou
positive,attired fashion middle ages bore upon shoulders splendid pair wings especially distinguished long noses fastened faces uses made
positive,noses made bamboo five six even ten feet long straight others curved ribboned imitation warts upon
neutral,upon appendages fixed tightly real noses performed gymnastic exercises
negative,dozen sectaries tingou lay flat upon backs others dressed represent lightning rods came frolicked noses jumping one another performing skilful leapings somersaults
neutral,last scene human pyramid announced fifty long noses represent car juggernaut
positive,instead forming pyramid mounting shoulders artists group top noses
positive,happened performer hitherto formed base car quitted troupe fill part strength adroitness necessary passepartout chosen take place
negative,poor fellow really felt sad melancholy reminiscence youth donned costume adorned vari coloured wings fastened natural feature false nose six feet long
positive,cheered thought nose winning something eat
neutral,went upon stage took place beside rest compose base car juggernaut
neutral,stretched floor noses pointing ceiling
positive,second group artists disposed long appendages third fourth human monument reaching cornices theatre soon arose top noses
negative,elicited loud applause midst orchestra striking deafening air pyramid tottered balance lost one lower noses vanished pyramid human monument shattered like castle built cards
neutral,passepartout fault
negative,abandoning position clearing footlights without aid wings clambering right hand gallery fell feet one spectators crying ah master
negative,master well let us go steamer young man mr fogg aouda passepartout passed lobby theatre outside encountered honourable mr batulcar furious rage
negative,demanded damages breakage pyramid phileas fogg appeased giving handful banknotes
negative,half past six hour departure mr fogg aouda followed passepartout hurry retained wings nose six feet long stepped upon american steamer
neutral,signals made tankadere seen captain yokohama steamer espying flag half mast directed course towards little craft
positive,phileas fogg paying stipulated price passage john busby rewarding worthy additional sum five hundred fifty pounds ascended steamer aouda fix started nagasaki yokohama
positive,reached destination morning 14th november
positive,phileas fogg lost time going board carnatic learned aouda great delight perhaps though betrayed emotion passepartout frenchman really arrived day
positive,san francisco steamer announced leave evening became necessary find passepartout possible without delay
negative,mr fogg applied vain french english consuls wandering streets long time began despair finding missing servant
positive,chance perhaps kind presentiment last led honourable mr batulcar theatre
positive,certainly would recognised passepartout eccentric mountebank costume latter lying back perceived master gallery
positive,could help starting changed position nose bring pyramid pell mell upon stage
neutral,passepartout learned aouda recounted taken place voyage hong kong shanghai tankadere company one mr
neutral,fix
neutral,passepartout change countenance hearing name
neutral,thought time yet arrived divulge master taken place detective account gave absence simply excused overtaken drunkenness smoking opium tavern hong kong
positive,mr fogg heard narrative coldly without word furnished man funds necessary obtain clothing harmony position
negative,within hour frenchman cut nose parted wings retained nothing recalled sectary god tingou
positive,steamer depart yokohama san francisco belonged pacific mail steamship company named general grant large paddle wheel steamer two thousand five hundred tons well equipped fast
positive,massive walking beam rose fell deck one end piston rod worked connecting rod changing rectilinear motion circular one directly connected shaft paddles
positive,general grant rigged three masts giving large capacity sails thus materially aiding steam power
neutral,making twelve miles hour would cross ocean twenty one days
positive,phileas fogg therefore justified hoping would reach san francisco 2nd december new york 11th london 20th thus gaining several hours fatal date 21st december
positive,full complement passengers board among english many americans large number coolies way california several east indian officers spending vacation making tour world
positive,nothing moment happened voyage steamer sustained large paddles rolled little pacific almost justified name
positive,mr fogg calm taciturn ever
positive,young companion felt attached ties gratitude silent generous nature impressed thought almost unconsciously yielded emotions seem least effect upon protector
negative,aouda took keenest interest plans became impatient incident seemed likely retard journey
positive,often chatted passepartout fail perceive state lady heart faithful domestics never exhausted eulogies phileas fogg honesty generosity devotion
positive,took pains calm aouda doubts successful termination journey telling difficult part passed beyond fantastic countries japan china fairly way civilised places
positive,railway train san francisco new york transatlantic steamer new york liverpool would doubtless bring end impossible journey round world within period agreed upon
neutral,ninth day leaving yokohama phileas fogg traversed exactly one half terrestrial globe
positive,general grant passed 23rd november one hundred eightieth meridian antipodes london
positive,mr fogg true exhausted fifty two eighty days complete tour twenty eight left
neutral,though half way difference meridians really gone two thirds whole journey obliged make long circuits london aden aden bombay calcutta singapore singapore yokohama
positive,could followed without deviation fiftieth parallel london whole distance would twelve thousand miles whereas would forced irregular methods locomotion traverse twenty six thousand 23rd november accomplished seventeen thousand five hundred
negative,course straight one fix longer put obstacles way
positive,happened also 23rd november passepartout made joyful discovery
negative,remembered obstinate fellow insisted keeping famous family watch london time regarding countries passed quite false unreliable
positive,day though changed hands found watch exactly agreed ship chronometers
positive,triumph hilarious
positive,would liked know fix would say aboard
neutral,rogue told lot stories repeated passepartout meridians sun moon
neutral,moon indeed
neutral,moonshine likely
positive,one listened sort people pretty sort time one would keep
positive,sure sun would day regulate watch passepartout ignorant face watch divided twenty four hours like italian clocks would reason exultation hands watch would instead indicating nine clock morning indicate nine clock evening twenty first hour midnight precisely difference london time one hundred eightieth meridian
positive,fix able explain purely physical effect passepartout would admitted even comprehended
neutral,moreover detective board moment passepartout would joined issue quite different subject entirely different manner
neutral,fix moment
positive,actually board general grant reaching yokohama detective leaving mr fogg expected meet day repaired english consulate last found warrant arrest
neutral,followed bombay come carnatic steamer supposed
negative,fix disappointment may imagined reflected warrant useless
neutral,mr fogg left english ground necessary procure extradition
neutral,well thought fix moment anger warrant good england
neutral,rogue evidently intends return country thinking thrown police track
positive,good
neutral,follow across atlantic
positive,money heaven grant may left
positive,fellow already spent travelling rewards trials bail elephants sorts charges five thousand pounds
positive,yet bank rich course decided went board general grant mr fogg aouda arrived
positive,utter amazement recognised passepartout despite theatrical disguise
negative,quickly concealed cabin avoid awkward explanation hoped thanks number passengers remain unperceived mr fogg servant
neutral,day however met passepartout face face forward deck
positive,latter without word made rush grasped throat much amusement group americans immediately began bet administered detective perfect volley blows proved great superiority french english pugilistic skill
positive,passepartout finished found relieved comforted
positive,fix got somewhat rumpled condition looking adversary coldly said done time yes let word master interests passepartout seemed vanquished fix coolness quietly followed sat aside rest passengers
neutral,given thrashing said fix
positive,good expected
neutral,listen
negative,time mr fogg adversary
positive,game aha cried passepartout convinced honest man replied fix coldly think rascal
neutral,sh
neutral,budge let speak
negative,long mr fogg english ground interest detain warrant arrest arrived
neutral,everything could keep back
negative,sent bombay priests got intoxicated hong kong separated made miss yokohama steamer passepartout listened closed fists
neutral,resumed fix mr
neutral,fogg seems going back england
neutral,well follow
negative,hereafter much keep obstacles way done time put path
positive,changed game see simply interest change
positive,interest mine england ascertain whether service criminal honest man passepartout listened attentively fix convinced spoke entire good faith
neutral,friends asked detective
neutral,friends replied passepartout allies perhaps
negative,least sign treason however twist neck agreed said detective quietly
positive,eleven days later 3rd december general grant entered bay golden gate reached san francisco
negative,mr fogg neither gained lost single day
negative,quays rising falling tide thus facilitate loading unloading vessels
neutral,alongside clippers sizes steamers nationalities steamboats several decks rising one ply sacramento tributaries
positive,also heaped products commerce extends mexico chili peru brazil europe asia pacific islands
positive,passepartout joy reaching last american continent thought would manifest executing perilous vault fine style tumbling upon worm eaten planks fell
negative,put countenance manner thus set foot upon new world uttered loud cry frightened innumerable cormorants pelicans always perched upon movable quays flew noisily away
positive,mr fogg reaching shore proceeded find hour first train left new york learned six clock p therefore entire day spend californian capital
neutral,taking carriage charge three dollars aouda entered passepartout mounted box beside driver set international hotel
positive,exalted position passepartout observed much curiosity wide streets low evenly ranged houses anglo saxon gothic churches great docks palatial wooden brick warehouses numerous conveyances omnibuses horse cars upon side walks americans europeans chinese indians
positive,passepartout surprised saw
positive,san francisco longer legendary city 1849 city banditti assassins incendiaries flocked hither crowds pursuit plunder paradise outlaws gambled gold dust revolver one hand bowie knife great commercial emporium
positive,lofty tower city hall overlooked whole panorama streets avenues cut right angles midst appeared pleasant verdant squares beyond appeared chinese quarter seemingly imported celestial empire toy box
negative,sombreros red shirts plumed indians rarely seen silk hats black coats everywhere worn multitude nervously active gentlemanly looking men
positive,streets especially montgomery street san francisco regent street london boulevard des italiens paris broadway new york lined splendid spacious stores exposed windows products entire world
positive,passepartout reached international hotel seem left england
positive,ground floor hotel occupied large bar sort restaurant freely open passers might partake dried beef oyster soup biscuits cheese without taking purses
negative,payment made ale porter sherry drunk
neutral,seemed american passepartout
positive,hotel refreshment rooms comfortable mr fogg aouda installing table abundantly served diminutive plates negroes darkest hue
neutral,breakfast mr fogg accompanied aouda started english consulate passport visaed
neutral,going met passepartout asked would well taking train purchase dozens enfield rifles colt revolvers
negative,listening stories attacks upon trains sioux pawnees
positive,mr fogg thought useless precaution told thought best went consulate
positive,proceeded two hundred steps however greatest chance world met fix
neutral,detective seemed wholly taken surprise
neutral,
neutral,mr fogg crossed pacific together met steamer
positive,least fix felt honoured behold gentleman owed much business recalled europe delighted continue journey pleasant company
positive,mr fogg replied honour would detective determined lose sight begged permission accompany walk san francisco request mr fogg readily granted
positive,soon found montgomery street great crowd collected side walks street horsecar rails shop doors windows houses even roofs full people
positive,men going carrying large posters flags streamers floating wind loud cries heard every hand
positive,hurrah camerfield hurrah mandiboy political meeting least fix conjectured said mr fogg perhaps better mingle crowd
positive,may danger yes returned mr fogg blows even political still blows fix smiled remark order able see without jostled party took position top flight steps situated upper end montgomery street
neutral,opposite side street coal wharf petroleum warehouse large platform erected open air towards current crowd seemed directed
neutral,purpose meeting
positive,occasion excited assemblage
neutral,phileas fogg could imagine
neutral,nominate high official governor member congress
neutral,improbable agitated multitude
neutral,moment unusual stir human mass
neutral,hands raised air
negative,tightly closed seemed disappear suddenly midst cries energetic way doubt casting vote
negative,crowd swayed back banners flags wavered disappeared instant reappeared tatters
neutral,undulations human surge reached steps heads floundered surface like sea agitated squall
positive,many black hats disappeared greater part crowd seemed diminished height
positive,evidently meeting said fix object must exciting one
neutral,wonder alabama despite fact question settled perhaps replied mr fogg simply
positive,least two champions presence honourable mr camerfield honourable mr mandiboy aouda leaning upon mr fogg arm observed tumultuous scene surprise fix asked man near cause
positive,man could reply fresh agitation arose hurrahs excited shouts heard staffs banners began used offensive weapons fists flew every direction
positive,thumps exchanged tops carriages omnibuses blocked crowd
neutral,boots shoes went whirling air mr fogg thought even heard crack revolvers mingling din rout approached stairway flowed lower step
positive,one parties evidently repulsed mere lookers could tell whether mandiboy camerfield gained upper hand
negative,would prudent us retire said fix anxious mr fogg receive injury least got back london
negative,question england recognised fear would go hard us english subject began mr fogg
positive,finish sentence terrific hubbub arose terrace behind flight steps stood frantic shouts hurrah mandiboy
positive,hip hip hurrah band voters coming rescue allies taking camerfield forces flank
negative,mr fogg aouda fix found two fires late escape
positive,torrent men armed loaded canes sticks irresistible
positive,phileas fogg fix roughly hustled attempts protect fair companion former cool ever tried defend weapons nature placed end every englishman arm vain
negative,big brawny fellow red beard flushed face broad shoulders seemed chief band raised clenched fist strike mr fogg would given crushing blow fix rushed received stead
neutral,enormous bruise immediately made appearance detective silk hat completely smashed
negative,yankee exclaimed mr fogg darting contemptuous look ruffian
neutral,englishman returned
positive,meet please name phileas fogg
neutral,colonel stamp proctor human tide swept overturning fix speedily got upon feet though tattered clothes
negative,happily seriously hurt
positive,travelling overcoat divided two unequal parts trousers resembled certain indians fit less compactly easy put
negative,aouda escaped unharmed fix alone bore marks fray black blue bruise
positive,thanks said mr fogg detective soon crowd
positive,thanks necessary replied fix let us go tailor visit indeed opportune
positive,clothing mr fogg fix rags actively engaged contest camerfield mandiboy
neutral,hour suitably attired aouda returned international hotel
neutral,passepartout waiting master armed half dozen six barrelled revolvers
positive,perceived fix knit brows aouda words told adventure countenance resumed placid expression
positive,fix evidently longer enemy ally faithfully keeping word
neutral,dinner coach convey passengers luggage station drew door
positive,getting mr fogg said fix seen colonel proctor come back america find said phileas fogg calmly
positive,would right englishman permit treated way without retaliating detective smiled reply
positive,clear mr fogg one englishmen tolerate duelling home fight abroad honour attacked
positive,quarter six travellers reached station found train ready depart
negative,enter mr fogg called porter said friend trouble day san francisco political meeting sir replied porter
positive,thought great deal disturbance streets meeting assembled election election general chief doubt asked mr fogg
positive,sir justice peace phileas fogg got train started full speed
neutral,pacific railroad however really divided two distinct lines central pacific san francisco ogden union pacific ogden omaha
neutral,five main lines connect omaha new york
positive,new york san francisco thus united uninterrupted metal ribbon measures less three thousand seven hundred eighty six miles
neutral,omaha pacific railway crosses territory still infested indians wild beasts large tract mormons driven illinois 1845 began colonise
neutral,journey new york san francisco consumed formerly favourable conditions least six months
positive,accomplished seven days
positive,1862 spite southern members congress wished southerly route decided lay road forty first forty second parallels
neutral,president lincoln fixed end line omaha nebraska
positive,work commenced pursued true american energy rapidity went injuriously affect good execution
neutral,road grew prairies mile half day
positive,locomotive running rails laid evening brought rails laid morrow advanced upon fast put position
neutral,pacific railroad joined several branches iowa kansas colorado oregon
positive,leaving omaha passes along left bank platte river far junction northern branch follows southern branch crosses laramie territory wahsatch mountains turns great salt lake reaches salt lake city mormon capital plunges tuilla valley across american desert cedar humboldt mountains sierra nevada descends vi sacramento pacific grade even rocky mountains never exceeding one hundred twelve feet mile
negative,road traversed seven days would enable phileas fogg least hoped take atlantic steamer new york 11th liverpool
neutral,car occupied sort long omnibus eight wheels compartments interior
neutral,supplied two rows seats perpendicular direction train either side aisle conducted front rear platforms
neutral,platforms found throughout train passengers able pass one end train
negative,supplied saloon cars balcony cars restaurants smoking cars theatre cars alone wanting day
neutral,book news dealers sellers edibles drinkables cigars seemed plenty customers continually circulating aisles
