Label,StopwordRemovedSentence
positive,let us make observations said work begun great exactness faithfully reproduced different aspects moon different distances projectile reached
positive,time projectile high tenth parallel north latitude seemed rigidly follow twentieth degree east longitude
positive,must make one important remark regard map taking observations
positive,selenographical maps account reversing objects glasses south north would seem natural account inversion east left hand west right
neutral,
neutral,map turned upside showing moon see east would left west right contrary exists terrestrial maps
neutral,following reason anomaly
neutral,observers northern hemisphere say europe see moon south according
positive,take observations turn backs north reverse position occupy study terrestrial map
positive,turn backs north east left west right
neutral,observers southern hemisphere patagonia example moon west would quite left east right south behind
neutral,reason apparent reversing two cardinal points must bear mind order able follow president barbicane observations
positive,help boeer moedler mappa selenographica travelers able recognize portion disc enclosed within field glasses
neutral,looking moment asked michel
neutral,northern part sea clouds answered barbicane
neutral,far recognize nature
neutral,plains composed arid sand first astronomer maintained
neutral,nothing immense forests according warren de la rue opinion gives moon atmosphere though low dense one
neutral,shall know
positive,must affirm nothing position sea clouds rather doubtfully marked upon maps
negative,supposed vast plains strewn blocks lava neighboring volcanoes right ptolemy purbach arzachel
neutral,projectile advancing sensibly nearing
neutral,soon appeared heights bound sea northern limit
positive,rose mountain radiant beauty top seemed lost eruption solar rays
neutral,asked michel
neutral,copernicus replied barbicane
positive,let us see copernicus mount situated 9 north latitude 20 east longitude rose height 10 600 feet surface moon
positive,quite visible earth astronomers study ease particularly phase last quarter new moon shadows thrown lengthways east west allowing measure heights
positive,copernicus forms important radiating system situated southern hemisphere according tycho brah
positive,rises isolated like gigantic lighthouse portion sea clouds bounded sea tempests thus lighting splendid rays two oceans time
positive,sight without equal long luminous trains dazzling full moon passing boundary chain north extends sea rains one clock terrestrial morning projectile like balloon borne space overlooked top superb mount
positive,barbicane could recognize perfectly chief features
positive,copernicus comprised series ringed mountains first order division great circles
positive,like kepler aristarchus overlook ocean tempests sometimes appeared like brilliant point cloudy light taken volcano activity
positive,extinct one like side moon
neutral,circumference showed diameter twenty two leagues
negative,glasses discovered traces stratification produced successive eruptions neighborhood strewn volcanic remains still choked craters
positive,exist said barbicane several kinds circles surface moon easy see copernicus belongs radiating class
positive,nearer see cones bristling inside former times many fiery mouths
positive,curious arrangement one without exception lunar disc interior surface circles reverse exterior contrary form taken terrestrial craters
positive,follows general curve bottom circles gives sphere smaller diameter moon peculiar disposition asked nicholl
neutral,know replied barbicane
positive,splendid radiation said michel
positive,one could hardly see finer spectacle think would say replied barbicane chance bear us toward southern hemisphere well say still beautiful retorted michel ardan
neutral,moment projectile hung perpendicularly circle
positive,circumference copernicus formed almost perfect circle steep escarpments clearly defined
neutral,could even distinguish second ringed enclosure
positive,around spread grayish plain wild aspect every relief marked yellow
positive,bottom circle enclosed jewel case sparkled one instant two three eruptive cones like enormous dazzling gems
neutral,toward north escarpments lowered depression would probably given access interior crater
positive,passing surrounding plains barbicane noticed great number less important mountains among others little ringed one called guy lussac breadth measured twelve miles
neutral,toward south plain flat without one elevation without one projection
neutral,toward north contrary till bounded sea storms resembled liquid surface agitated storm hills hollows formed succession waves suddenly congealed
neutral,whole directions lay luminous lines converging summit copernicus
negative,travelers discussed origin strange rays could determine nature terrestrial observers
positive,said nicholl rays simply spurs mountains reflect vividly light sun replied barbicane certain conditions moon ridges would cast shadows cast indeed rays appeared orb day opposition moon disappeared soon rays became oblique
positive,endeavored explain lines light asked michel cannot believe savants would ever stranded want explanation yes replied barbicane herschel put forward opinion venture affirm never mind
positive,opinion thought rays might streams cooled lava shone sun beat straight upon
positive,may nothing less certain
positive,besides pass nearer tycho shall better position find cause radiation know friends plain seen height resembles said michel
neutral,replied nicholl
positive,well pieces lava lengthened like rockets resembles immense game spelikans thrown pellmell
negative,wants hook pull one one serious said barbicane
positive,well let us serious replied michel quietly instead spelikans let us put bones
neutral,plain would nothing immense cemetery would repose mortal remains thousands extinct generations
positive,prefer high flown comparison one good retorted barbicane
negative,word difficult please answered michel
positive,worthy friend continued matter fact barbicane matters little resembles know well answered exclaimed michel
neutral,teach reason savants projectile continued advance almost uniform speed around lunar disc
positive,travelers may easily imagine dream taking moment rest
neutral,every minute changed landscape fled beneath gaze
positive,half past one clock morning caught glimpse tops another mountain
neutral,barbicane consulting map recognized eratosthenes
neutral,ringed mountain nine thousand feet high one circles numerous satellite
neutral,regard barbicane related kepler singular opinion formation circles
positive,according celebrated mathematician crater like cavities dug hand man
neutral,purpose asked nicholl
positive,natural one replied barbicane
negative,selenites might undertaken immense works dug enormous holes refuge shield solar rays beat upon fifteen consecutive days selenites fools said michel
positive,singular idea replied nicholl probable kepler know true dimensions circles digging would work giants quite impossible selenites
neutral,weight moon surface six times less earth said michel
neutral,selenites six times smaller retorted nicholl
neutral,selenites added barbicane
neutral,put end discussion
neutral,soon eratosthenes disappeared horizon without projectile sufficiently near allow close observation
neutral,mountain separated apennines carpathians
neutral,lunar orography discerned chains mountains chiefly distributed northern hemisphere
positive,however occupy certain portions southern hemisphere also
neutral,two clock morning barbicane found twentieth lunar parallel
neutral,distance projectile moon six hundred miles
negative,barbicane perceiving projectile steadily approaching lunar disc despair reaching least discovering secrets configuration
neutral,still seemed impossible however could ever touch part disc
neutral,motive speed comparatively moderate inexplicable president barbicane
positive,distance moon must considerable enable bear attraction
neutral,phenomenon cause escaped
negative,besides time failed investigate cause
positive,lunar relief defiling eyes travelers would lose single detail
neutral,glasses disc appeared distance five miles
neutral,would aeronaut borne distance earth distinguish surface
positive,cannot say since greatest ascension 25 000 feet
neutral,however exact description barbicane companions saw height
neutral,large patches different colors appeared disc
positive,selenographers agreed upon nature colors
positive,several rather vividly marked
positive,julius schmidt pretends terrestrial oceans dried selenite observer could distinguish globe greater diversity shades oceans continental plains moon present terrestrial observer
negative,according color common vast plains known name seas dark gray mixed green brown
neutral,large craters present appearance
positive,barbicane knew opinion german selenographer opinion shared boeer moedler
positive,observation proved right side astronomers admit existence gray moon surface
positive,parts green distinct springs according julius schmidt seas serenity humors barbicane also noticed large craters without interior cones shed bluish tint similar reflection sheet steel freshly polished
neutral,colors belonged really lunar disc result astronomers say either imperfection objective glasses interposition terrestrial atmosphere
negative,doubt existed barbicane mind regard observed space could commit optical error
neutral,considered establishment fact acquisition science
negative,shades green belonging tropical vegetation kept low dense atmosphere
neutral,could yet say
neutral,farther noticed reddish tint quite defined
negative,shade observed bottom isolated enclosure known name lichtenburg circle situated near hercynian mountains borders moon could tell nature
positive,fortunate regard another peculiarity disc could decide upon cause
positive,michel ardan watching near president noticed long white lines vividly lighted direct rays sun
positive,succession luminous furrows different radiation copernicus long ran parallel
positive,michel usual readiness hastened exclaim look
neutral,cultivated fields cultivated fields replied nicholl shrugging shoulders
negative,plowed events retorted michel ardan laborers selenites must giant oxen must harness plow cut furrows furrows said barbicane rifts rifts
positive,stuff replied michel mildly mean rifts scientific world barbicane immediately enlightened companion knew lunar rifts
positive,knew kind furrow found every part disc mountainous furrows generally isolated measured 400 500 leagues length breadth varied 1 000 1 500 yards borders strictly parallel knew nothing either formation nature
positive,barbicane glasses observed rifts great attention
negative,noticed borders formed steep declivities long parallel ramparts small amount imagination might admitted existence long lines fortifications raised selenite engineers
positive,different rifts perfectly straight cut line others slightly curved though still keeping borders parallel crossed cut craters wound ordinary cavities posidonius petavius wound seas sea serenity natural accidents naturally excited imaginations terrestrial astronomers
neutral,first observations discovered rifts
neutral,neither h velius cassin la hire herschel seemed known
neutral,schroeter 1789 first drew attention
neutral,others followed studied pastorff gruithuysen boeer moedler
positive,time number amounts seventy counted nature yet determined certainly fortifications ancient beds dried rivers one side waters slight moon surface could never worn drains often cross craters great elevation
positive,must however allow michel ardan idea without knowing coincided respect julius schmidt
neutral,said unaccountable appearances simply phenomena vegetation mean asked barbicane quickly
positive,excite worthy president replied michel might possible dark lines forming bastion rows trees regularly placed stick vegetation said barbicane
positive,like retorted michel ardan explain savants cannot explain least hypotheses advantage indicating rifts disappear seem disappear certain seasons reason reason trees become invisible lose leaves visible regain explanation ingenious dear companion replied barbicane inadmissible speak seasons moon surface consequently phenomena vegetation speak cannot occur indeed slight obliquity lunar axis keeps sun almost equal height every latitude
negative,equatorial regions radiant orb almost invariably occupies zenith pass limits horizon polar regions thus according region reigns perpetual winter spring summer autumn planet jupiter whose axis little inclined upon orbit
neutral,origin attribute rifts
negative,question difficult solve
positive,certainly anterior formation craters circles several introduced breaking circular ramparts
positive,thus may contemporary later geological epochs due expansion natural forces
neutral,projectile attained fortieth degree lunar latitude distance exceeding 40 miles
neutral,glasses objects appeared four miles distant
positive,point feet rose mount helicon 1 520 feet high round left rose moderate elevations enclosing small portion sea rains name gulf iris
positive,terrestrial atmosphere would one hundred seventy times transparent allow astronomers make perfect observations moon surface void projectile floated fluid interposed eye observer object observed
positive,barbicane found carried greater distance powerful telescopes ever done either lord rosse rocky mountains
positive,therefore extremely favorable conditions solving great question habitability moon solution still escaped could distinguish nothing desert beds immense plains toward north arid mountains
negative,work betrayed hand man ruin marked course group animals seen indicating life even inferior degree
neutral,part life part appearance vegetation
positive,three kingdoms share terrestrial globe one alone represented lunar mineral
neutral,ah indeed said michel ardan little countenance see one answered nicholl time man animal tree
positive,whether atmosphere taken refuge bottom cavities midst circles even opposite face moon cannot decide besides added barbicane even piercing eye man cannot distinguished farther three half miles selenites see projectile cannot see toward four morning height fiftieth parallel distance reduced 300 miles
positive,left ran line mountains capriciously shaped lying full light
positive,right contrary lay black hollow resembling vast well unfathomable gloomy drilled lunar soil
neutral,hole black lake pluto deep circle conveniently studied earth last quarter new moon shadows fall west east
neutral,black color rarely met surface satellite
neutral,yet recognized depths circle endymion east cold sea northern hemisphere bottom grimaldi circle equator toward eastern border orb
neutral,pluto annular mountain situated 51 north latitude 9 east longitude
neutral,circuit forty seven miles long thirty two broad
negative,barbicane regretted passing directly vast opening
neutral,abyss fathom perhaps mysterious phenomenon surprise projectile course could altered
neutral,must rigidly submit
neutral,could guide balloon still less projectile enclosed within walls
neutral,toward five morning northern limits sea rains length passed
neutral,mounts condamine fontenelle remained one right left
neutral,part disc beginning 60 becoming quite mountainous
neutral,glasses brought within two miles less separating summit mont blanc level sea
neutral,whole region bristling spikes circles
neutral,toward 60 philolaus stood predominant height 5 550 feet elliptical crater seen distance disc showed fantastical appearance
negative,landscapes presented eye different conditions earth also inferior
neutral,moon atmosphere consequences arising absence gaseous envelope already shown
negative,twilight surface night following day day following night suddenness lamp extinguished lighted amid profound darkness transition cold heat temperature falling instant boiling point cold space
positive,another consequence want air absolute darkness reigns sun rays penetrate
positive,earth called diffusion light luminous matter air holds suspension creates twilight daybreak produces umbrae penumbrae magic chiaro oscuro exist moon
negative,hence harshness contrasts admit two colors black white
negative,selenite shade eyes sun rays sky would seem absolutely black stars would shine darkest night
negative,judge impression produced barbicane three friends strange scene
negative,eyes confused
neutral,could longer grasp respective distances different plains
neutral,lunar landscape without softening phenomena chiaro oscuro could rendered earthly landscape painter would spots ink white page nothing
neutral,aspect altered even projectile height 80 separated moon distance fifty miles even five morning passed less twenty five miles mountain gioja distance reduced glasses quarter mile
neutral,seemed moon might touched hand
positive,seemed impossible long projectile would strike north pole brilliant arch distinctly visible black sky
neutral,michel ardan wanted open one scuttles throw moon surface
negative,useless attempt projectile could attain point whatever satellite michel carried along motion could attain either
neutral,moment six clock lunar pole appeared
positive,disc presented travelers gaze one half brilliantly lit disappeared darkness
positive,suddenly projectile passed line demarcation intense light absolute darkness plunged profound night
negative,seconds sufficed plunge absolute darkness space
positive,transition sudden without shade without gradation light without attenuation luminous waves orb seemed extinguished powerful blow
negative,melted disappeared michel ardan exclaimed aghast
neutral,indeed neither reflection shadow
positive,nothing seen disc formerly dazzling
negative,darkness complete
neutral,rendered even rays stars
neutral,blackness lunar nights insteeped last three hundred fifty four hours half point disc long night resulting equality translatory rotary movements moon
neutral,projectile immerged conical shadow satellite experienced action solar rays invisible points
neutral,interior obscurity complete
neutral,could see
negative,hence necessity dispelling darkness
positive,however desirous barbicane might husband gas reserve small obliged ask fictitious light expensive brilliancy sun refused
negative,devil take radiant orb exclaimed michel ardan forces us expend gas instead giving us rays gratuitously let us accuse sun said nicholl fault moon come placed like screen us sun continued michel
neutral,moon retorted nicholl
negative,idle dispute barbicane put end saying friends neither fault sun moon fault projectile instead rigidly following course awkwardly missed
negative,fault unfortunate meteor deplorably altered first direction well replied michel ardan matter settled let us breakfast
positive,whole night watching fair build little proposal meeting contradiction michel prepared repast minutes
neutral,ate eating sake drank without toasts without hurrahs
negative,bold travelers borne away gloomy space without accustomed cortege rays felt vague uneasiness hearts
positive,strange shadow dear victor hugo pen bound sides
negative,talked interminable night three hundred fifty four hours half nearly fifteen days law physics imposed inhabitants moon
positive,barbicane gave friends explanation causes consequences curious phenomenon
positive,curious indeed said hemisphere moon deprived solar light fifteen days float even enjoy long night view earth beautifully lit
neutral,word moon applying designation globe one side disc
neutral,case earth example europe never saw moon visible antipodes imagine astonishment european arriving australia would make voyage nothing see moon replied michel
positive,well continued barbicane astonishment reserved selenites inhabit face moon opposite earth face ever invisible countrymen terrestrial globe seen added nicholl arrived moon new say fifteen days later add make amends continued barbicane inhabitants visible face singularly favored nature detriment brethren invisible face
negative,latter see dark nights 354 hours without one single ray break darkness
positive,contrary sun given light fifteen days sinks horizon see splendid orb rise opposite horizon
positive,earth thirteen times greater diminutive moon know earth developes diameter two degrees sheds light thirteen times greater qualified atmospheric strata earth disappears moment sun reappears turn nicely worded said michel slightly academical perhaps follows continued barbicane without knitting brows visible face disc must agreeable inhabit since always looks either sun moon full earth moon new said nicholl advantage must well compensated insupportable heat light brings inconvenience respect two faces earth light evidently deprived heat
neutral,invisible face still searched heat visible face
positive,say nicholl michel probably understand thank said michel
neutral,indeed continued barbicane invisible face receives time light heat sun moon new say situated sun earth
neutral,follows considering position occupies opposition full nearer sun twice distance earth distance may estimated two hundredth part separates sun earth round numbers 400 000 miles
neutral,invisible face much nearer sun receives rays quite right replied nicholl
neutral,contrary continued barbicane
negative,one moment said michel interrupting grave companion
positive,want ask allowed continue explanation prove understand get along said barbicane smiling
neutral,contrary said michel imitating tone gestures president contrary visible face moon lit sun moon full say opposite sun regard earth
positive,distance separating radiant orb increased round numbers 400 000 miles heat receives must little less well said exclaimed barbicane
positive,know michel amateur intelligent yes replied michel coolly boulevard des italiens barbicane gravely grasped hand amiable companion continued enumerate advantages reserved inhabitants visible face
neutral,among others mentioned eclipses sun take place side lunar disc since order may take place necessary moon opposition
neutral,eclipses caused interposition earth moon sun last two hours time reason rays refracted atmosphere terrestrial globe appear nothing black point upon sun
negative,said nicholl hemisphere invisible hemisphere ill supplied ill treated nature never mind replied michel ever become selenites inhabit visible face
positive,like light unless chance answered nicholl atmosphere condensed side certain astronomers pretend would consideration said michel
neutral,breakfast observers returned post
positive,tried see darkened scuttles extinguishing light projectile luminous spark made way darkness
neutral,one inexplicable fact preoccupied barbicane
negative,passed within short distance moon twenty five miles projectile fallen
positive,speed enormous could understood fall would taken place relatively moderate speed resistance moon attraction could explained
neutral,projectile foreign influence
positive,kind body retain ether
positive,quite evident could never reach point moon
neutral,whither going
neutral,going farther nearing disc
negative,borne profound darkness infinity space
neutral,could learn calculate midst night
negative,questions made barbicane uneasy could solve
positive,certainly invisible orb perhaps miles neither companions could see
neutral,noise surface could hear
negative,air medium sound wanting transmit groanings moon arabic legends call man already half granite still breathing one must allow enough aggravate patient observers
negative,unknown hemisphere stealing sight
negative,face fifteen days sooner fifteen days later would splendidly illuminated solar rays lost utter darkness
neutral,fifteen days would projectile
neutral,could say
positive,would chances conflicting attractions drawn
negative,disappointment travelers midst utter darkness may imagined
neutral,observation lunar disc impossible
positive,constellations alone claimed attention must allow astronomers faye charconac secchi never found circumstances favorable observation
neutral,indeed nothing could equal splendor starry world bathed limpid ether
positive,diamonds set heavenly vault sparkled magnificently
negative,eye took firmament southern cross north star two constellations 12 000 years reason succession equinoxes resign part polar stars one canopus southern hemisphere wega northern
positive,imagination loses sublime infinity amid projectile gravitating like new star created hand man
positive,natural cause constellations shone soft luster twinkle atmosphere intervention layers unequally dense different degrees humidity produces scintillation
neutral,stars soft eyes looking dark night amid silence absolute space
positive,long travelers stand mute watching constellated firmament upon moon like vast screen made enormous black hole
negative,length painful sensation drew watchings
positive,intense cold soon covered inside glass scuttles thick coating ice
negative,sun longer warming projectile direct rays thus losing heat stored walls degrees
positive,heat rapidly evaporating space radiation considerably lower temperature result
negative,humidity interior changed ice upon contact glass preventing observation
negative,nicholl consulted thermometer saw fallen seventeen degrees centigrade zero
positive,3 spite many reasons economizing barbicane begged light gas also obliged beg heat
neutral,projectile low temperature longer endurable
negative,tenants would frozen death
neutral,3 1 fahrenheit
positive,well observed michel cannot reasonably complain monotony journey
neutral,variety least temperature
positive,blinded light saturated heat like indians pampas
positive,plunged profound darkness amid cold like esquimaux north pole
neutral,indeed
positive,right complain nature wonders honor asked nicholl temperature outside exactly planetary space replied barbicane
negative,continued michel ardan would time make experiment dared attempt drowned sun rays
positive,never replied barbicane good position verify temperature space see fourier pouillet calculations exact case cold said michel
neutral,see
neutral,steam interior condensing glasses scuttles
neutral,fall continues vapor breath fall snow around us let us prepare thermometer said barbicane
negative,may imagine ordinary thermometer would afford result circumstances instrument exposed
neutral,mercury would frozen ball 42 fahrenheit zero longer liquid
positive,barbicane furnished spirit thermometer wafferdin system gives minima excessively low temperatures
positive,beginning experiment instrument compared ordinary one barbicane prepared use
neutral,shall set asked nicholl
negative,nothing easier replied michel ardan never loss
neutral,open scuttle rapidly throw instrument follows projectile exemplary docility quarter hour draw hand asked barbicane
neutral,hand replied michel
negative,well friend expose answered barbicane hand draw nothing stump frozen deformed frightful cold really feel terrible burn like iron white heat whether heat leaves bodies briskly enters briskly exactly thing
positive,besides certain objects thrown still following us asked nicholl
negative,passing atmosphere slightest density objects retarded
negative,darkness prevents seeing still float around us
negative,order expose loss thermometer fasten easily pull back barbicane advice followed
positive,scuttle rapidly opened nicholl threw instrument held short cord might easily drawn
positive,scuttle opened second second sufficed let intense cold
negative,devil exclaimed michel ardan cold enough freeze white bear barbicane waited half hour elapsed time enough allow instrument fall level surrounding temperature
neutral,rapidly pulled
negative,barbicane calculated quantity spirits wine overflowed little vial soldered lower part instrument said hundred forty degrees centigrade 4 zero 4 218 degrees fahrenheit zero
negative,pouillet right fourier wrong
neutral,undoubted temperature starry space
negative,perhaps lunar continents orb night lost radiation heat fifteen days sun poured
neutral,instead asking going passed time making experiments quietly installed study
neutral,might answer men strong minded anxieties trouble trifles something else occupy minds future
neutral,truth masters projectile could neither check course alter direction
neutral,sailor change head ship pleases aeronaut give vertical motion balloon
neutral,contrary power vehicle
negative,every maneuver forbidden
negative,hence inclination let things alone sailors say let run find moment eight clock morning day called upon earth 6th december
positive,certainly neighborhood moon even near enough look like enormous black screen upon firmament
neutral,distance separated impossible estimate
neutral,projectile held unaccountable force within four miles grazing satellite north pole
positive,since entering cone shadow last two hours distance increased diminished
neutral,every point mark wanting estimate direction speed projectile
positive,perhaps rapidly leaving disc would soon quit pure shadow
positive,perhaps hand might nearing much short time might strike high point invisible hemisphere would doubtlessly ended journey much detriment travelers
positive,discussion arose subject michel ardan always ready explanation gave opinion projectile held lunar attraction would end falling surface terrestrial globe like aerolite
positive,first friend answered barbicane every aerolite fall earth small proportion passed aerolite necessarily follow ever reach surface moon get near enough replied michel
negative,pure mistake replied barbicane
positive,seen shooting stars rush sky thousands certain seasons yes well stars rather corpuscles shine heated gliding atmospheric layers
neutral,enter atmosphere pass least within forty miles earth seldom fall upon
neutral,projectile
positive,may approach near moon yet fall upon asked michel shall curious know erring vehicle act space see two hypotheses replied barbicane moments reflection
positive,projectile choice two mathematical curves follow one according speed animated moment cannot estimate yes said nicholl follow either parabola hyperbola replied barbicane
positive,certain speed assume parabola greater hyperbola like grand words exclaimed michel ardan one knows directly mean
positive,pray parabola please friend answered captain parabola curve second order result section cone intersected plane parallel one sides ah
positive,ah said michel satisfied tone
positive,nearly continued nicholl course described bomb launched mortar perfect
negative,hyperbola hyperbola michel curve second order produced intersection conic surface plane parallel axis constitutes two branches separated one tending indefinitely two directions possible exclaimed michel ardan serious tone told serious event
positive,particularly like definition hyperbola going say hyperblague still obscure word pretend define nicholl barbicane cared little michel ardan fun
neutral,deep scientific discussion
neutral,curve would projectile follow
neutral,hobby
neutral,one maintained hyperbola parabola
neutral,gave reasons bristling x
neutral,arguments couched language made michel jump
negative,discussion hot neither would give chosen curve adversary
negative,scientific dispute lasted long made michel impatient
neutral,gentlemen cosines cease throw parabolas hyperbolas heads
positive,want understand interesting question whole affair
neutral,shall follow one curves
positive,good
neutral,lead us nowhere replied nicholl
positive,nowhere evidently said barbicane open curves may prolonged indefinitely ah savants cried michel either one us moment know equally lead us infinite space barbicane nicholl could forbear smiling
neutral,creating art art sake never idle question raised inopportune moment
negative,sinister truth remained whether hyperbolically parabolically borne away projectile would never meet either earth moon
positive,would become bold travelers immediate future
negative,die hunger die thirst days gas failed would die want air unless cold killed first
positive,still important economize gas excessive lowness surrounding temperature obliged consume certain quantity
neutral,strictly speaking could without light without heat
positive,fortunately caloric generated reiset regnaut apparatus raised temperature interior projectile little without much expenditure able keep bearable
negative,observations become difficult
neutral,dampness projectile condensed windows congealed immediately
neutral,cloudiness dispersed continually
positive,case might hope able discover phenomena highest interest
negative,time disc remained dumb dark
positive,answer multiplicity questions put ardent minds matter drew reflection michel apparently one ever begin journey shall well choose time moon full certainly said nicholl circumstance favorable
positive,allow moon immersed sun rays visible transit instead see earth would full
positive,drawn round moon moment least advantage seeing invisible part disc magnificently lit well said nicholl replied michel ardan
negative,think barbicane think answered grave president ever begin journey shall start time conditions
positive,suppose attained end would better found continents broad daylight country plunged utter darkness
positive,would first installation made better circumstances
positive,yes evidently
neutral,invisible side could visited exploring expeditions lunar globe
positive,time full moon well chosen
negative,ought arrived end order arrived ought suffered deviation road nothing say answered michel ardan
positive,however good opportunity lost observing side moon projectile describing shadow incalculable course sight mark would allow ascertain
positive,direction altered either influence lunar attraction action unknown star
neutral,barbicane could say
neutral,change taken place relative position vehicle barbicane verified four morning
neutral,change consisted base projectile turned toward moon surface held perpendicular passing axis
positive,attraction say weight brought alteration
neutral,heaviest part projectile inclined toward invisible disc would fall upon
negative,falling
positive,travelers attaining much desired end
neutral,
neutral,observation sign point quite inexplicable showed barbicane projectile nearing moon shifted following almost concentric curve
positive,point mark luminous brightness nicholl sighted suddenly limit horizon formed black disc
neutral,point could confounded star
positive,reddish incandescence increased degrees decided proof projectile shifting toward falling normally surface moon
neutral,volcano
negative,volcano action cried nicholl disemboweling interior fires moon
positive,world quite extinguished yes eruption replied barbicane carefully studying phenomenon night glass
neutral,volcano said michel ardan order maintain combustion must air
neutral,atmosphere surround part moon perhaps replied barbicane necessarily
positive,volcano decomposition certain substances provide oxygen thus throw flames space
positive,seems deflagration intense brilliancy substances combustion produced pure oxygen
positive,must hurry proclaim existence lunar atmosphere fiery mountain must situated 45 south latitude invisible part disc barbicane great displeasure curve projectile describing taking far point indicated eruption
neutral,thus could determine nature exactly
negative,half hour sighted luminous point disappeared behind dark horizon verification phenomenon considerable consequence selenographic studies
negative,proved heat yet disappeared bowels globe heat exists affirm vegetable kingdom nay even animal kingdom time resisted destructive influences
positive,existence volcano eruption unmistakably seen earthly savants would doubtless give rise many theories favorable grave question habitability moon
neutral,barbicane allowed carried away reflections
neutral,forgot deep reverie mysterious destiny lunar world uppermost
neutral,seeking combine together facts observed time new incident recalled briskly reality
negative,incident cosmical phenomenon threatened danger consequence might disastrous extreme
negative,suddenly midst ether profound darkness enormous mass appeared
negative,like moon incandescent moon whose brilliancy intolerable cut sharply frightful darkness space
neutral,mass circular form threw light filled projectile
negative,forms barbicane nicholl michel ardan bathed white sheets assumed livid spectral appearance physicians produce fictitious light alcohol impregnated salt
negative,jove cried michel ardan hideous
negative,ill conditioned moon meteor replied barbicane
positive,meteor burning space yes shooting globe suddenly appearing shadow distance 200 miles ought according barbicane diameter 2 000 yards
positive,advanced speed one mile half per second
neutral,cut projectile path must reach minutes
neutral,approached grew enormous proportions
neutral,imagine possible situation travelers
neutral,impossible describe
negative,spite courage sang froid carelessness danger mute motionless stiffened limbs prey frightful terror
positive,projectile course could alter rushing straight ignited mass intense open mouth oven
negative,seemed though precipitated toward abyss fire
neutral,barbicane seized hands two companions three looked half open eyelids upon asteroid heated white heat
negative,thought destroyed within brains still worked amid awe must given lost
negative,two minutes sudden appearance meteor two centuries anguish projectile seemed almost strike globe fire burst like bomb without making noise void sound agitation layers air could generated
negative,nicholl uttered cry companions rushed scuttle
neutral,sight
neutral,pen describe
positive,palette rich enough colors reproduce magnificent spectacle
positive,like opening crater like scattering immense conflagration
neutral,thousands luminous fragments lit irradiated space fires
neutral,every size every color intermingled
negative,rays yellow pale yellow red green gray crown fireworks colors
positive,enormous much dreaded globe remained nothing fragments carried directions become asteroids turn flaming like sword surrounded whitish cloud others leaving behind trains brilliant cosmical dust
negative,incandescent blocks crossed struck scattering still smaller fragments struck projectile
negative,left scuttle even cracked violent shock
negative,seemed floating amid hail howitzer shells smallest might destroy instantly
positive,light saturated ether wonderfully intense michel drawing barbicane nicholl window exclaimed invisible moon visible last luminous emanation lasted seconds whole three caught glimpse mysterious disc eye man saw first time
neutral,could distinguish distance could estimate
positive,lengthened bands along disc real clouds formed midst confined atmosphere emerged mountains also projections less importance circles yawning craters capriciously placed visible surface
positive,immense spaces longer arid plains real seas oceans widely distributed reflecting liquid surface dazzling magic fires space lastly surface continents large dark masses looking like immense forests rapid illumination brilliance
negative,illusion mistake optical illusion
neutral,could give scientific assent observation superficially obtained
neutral,dared pronounce upon question habitability slight glimpse invisible disc
negative,lightnings space subsided degrees accidental brilliancy died away asteroids dispersed different directions extinguished distance
negative,ether returned accustomed darkness stars eclipsed moment twinkled firmament disc hastily discerned buried impenetrable night
neutral,would thought encounter meteors
positive,erring bodies might create serious perils travelers
positive,many sandbanks upon sea ether less fortunate sailors could escape
negative,adventurers complain space
positive,since nature given splendid sight cosmical meteor bursting expansion since inimitable firework ruggieri could imitate lit seconds invisible glory moon
neutral,flash continents seas forests become visible
positive,atmosphere bring unknown face life giving atoms
neutral,questions still insoluble forever closed human curiousity
neutral,half past three afternoon
neutral,projectile following curvilinear direction round moon
neutral,course altered meteor
neutral,feared
positive,projectile must describe curve unalterably determined laws mechanical reasoning
neutral,barbicane inclined believe curve would rather parabola hyperbola
neutral,admitting parabola projectile must quickly passed cone shadow projected space opposite sun
neutral,cone indeed narrow angular diameter moon little compared diameter orb day time projectile floating deep shadow
negative,whatever speed could insignificant period occultation continued
negative,evident perhaps would case supposedly rigidly parabolical trajectory new problem tormented barbicane brain imprisoned circle unknowns could unravel
neutral,neither travelers thought taking instant repose
neutral,one watched unexpected fact might throw new light uranographic studies
positive,five clock michel ardan distributed name dinner pieces bread cold meat quickly swallowed without either abandoning scuttle glass incessantly encrusted condensation vapor
positive,forty five minutes past five evening nicholl armed glass sighted toward southern border moon direction followed projectile bright points cut upon dark shield sky
positive,looked like succession sharp points lengthened tremulous line
positive,bright
neutral,appeared terminal line moon one octants
negative,could mistaken
neutral,longer simple meteor
neutral,luminous ridge neither color motion
neutral,volcano eruption
negative,barbicane hesitate pronounce upon
neutral,sun exclaimed
neutral,
neutral,sun answered nicholl michel ardan
positive,yes friends radiant orb lighting summit mountains situated southern borders moon
neutral,evidently nearing south pole passed north pole replied michel
positive,made circuit satellite yes good michel hyperbolas parabolas open curves fear closed curve called ellipse
negative,instead losing interplanetary space probable projectile describe elliptical orbit around moon indeed become satellite moon moon cried michel ardan
positive,would observe worthy friend replied barbicane none less lost yes another manner much pleasantly answered careless frenchman amiable smile
neutral,elliptical curve rigidly carried
neutral,moment travelers entered blessed rays sun
neutral,saw stars move slowly east west
positive,radiant orb saluted triple hurrah
