Label,StopwordRemovedSentence
neutral,pencroft stood shore three four miles across port balloon
negative,island appeared extent new aspect varied panorama shore claw cape reptile end forests dark firs contrasted young foliage trees overlooked whole mount franklin whose lofty head still whitened snow
positive,beautiful cried herbert
positive,yes island beautiful good replied pencroft
positive,love loved poor mother
positive,received us poor destitute wanting us five fellows fell sky nothing replied neb nothing captain two brave men gave three tremendous cheers honor island
neutral,time gideon spilett leaning mast sketched panorama developed eyes
neutral,cyrus harding gazed silence
neutral,well captain harding asked pencroft think vessel appears behave well replied engineer
positive,good
positive,think could undertake voyage extent voyage pencroft one tabor island instance friend replied harding think pressing emergency need hesitate trust bonadventure even longer voyage know see set tabor island great uneasiness since nothing obliges go one likes know one neighbors returned sailor obstinate idea
neutral,tabor island neighbor one
positive,politeness requires us go least pay visit jove said spilett friend pencroft become particular proprieties particular anything retorted sailor rather vexed engineer opposition wish cause anxiety
negative,consider pencroft resumed harding cannot go alone tabor island one companion enough even replied engineer risk depriving colony lincoln island two settlers five six answered pencroft forget jup seven added neb top quite worth another risk captain replied pencroft
negative,possible pencroft repeat expose uselessly obstinate sailor reply let conversation drop quite determined resume
negative,suspect incident would come aid change act humanity first doubtful whim
neutral,standing shore bonadventure approached direction port balloon
positive,important ascertain channels sandbanks reefs buoys might laid since little creek harbor
neutral,half mile coast necessary tack beat wind
neutral,bonadventure going moderate rate breeze partly intercepted high land scarcely swelled sails sea smooth glass rippled passing gusts
positive,herbert stationed bows might indicate course followed among channels shouted luff pencroft luff matter replied sailor rock wait said herbert quite see
positive,luff right saying herbert leaning side plunged arm water pulled exclaiming bottle held hand corked bottle seized cables length shore
neutral,cyrus harding took bottle
neutral,without uttering single word drew cork took damp paper written words castaway tabor island 153deg w
neutral,ah captain harding oppose going pencroft replied cyrus harding shall set soon possible morrow morrow engineer still held hand paper taken bottle
positive,contemplated instants resumed document friends way worded may conclude first castaway tabor island man possessing considerable knowledge navigation since gives latitude longitude island exactly found second approximation secondly either english american document written english language perfectly logical answered spilett presence castaway explains arrival case shores island
negative,must wreck since castaway
positive,latter whoever may lucky pencroft thought building boat trying day day later bottle might broken rocks indeed said herbert fortunate chance bonadventure passed exactly bottle still floating appear strange asked harding pencroft
positive,appears fortunate answered sailor
neutral,see anything extraordinary captain
positive,bottle must go somewhere well anywhere else perhaps right pencroft replied engineer yet observed herbert nothing prove bottle floating long sea nothing replied gideon spilett document appears even recently written
neutral,think cyrus conversation pencroft remained inactive
neutral,put vessel bonadventure sails set running rapidly towards claw cape
neutral,every one thinking castaway tabor island
positive,time save
positive,great event life colonists
positive,castaways feared another might fortunate duty go succor
positive,claw cape doubled four clock bonadventure dropped anchor mouth mercy
neutral,evening arrangements new expedition made
positive,appeared best pencroft herbert knew work vessel undertake voyage alone
neutral,setting next day 10th october would arrive 13th present wind would take forty eight hours make passage hundred fifty miles
positive,one day island three four return might hope therefore 17th would reach lincoln island
positive,weather fine barometer rising wind appeared settled everything favor brave men act humanity taking far island
positive,thus agreed cyrus harding neb gideon spilett remain granite house objection raised spilett forgotten business reporter new york herald declared would go swimming rather lose opportunity admitted take part voyage
neutral,evening occupied transporting board bonadventure articles bedding utensils arms ammunition compass provisions week rapidly done colonists ascended granite house
neutral,next day five clock morning farewells said without emotion sides pencroft setting sail made towards claw cape doubled order proceed southwest
neutral,bonadventure already quarter mile coast passengers perceived heights granite house two men waving farewells cyrus harding neb
positive,friends exclaimed spilett first separation fifteen months pencroft reporter herbert waved return granite house soon disappeared behind high rocks cape
positive,first part day bonadventure still sight southern coast lincoln island soon appeared like green basket mount franklin rising center
neutral,heights diminished distance present appearance likely tempt vessels touch
neutral,reptile end passed hour though distance ten miles
neutral,distance longer possible distinguish anything western coast stretched away ridges mount franklin three hours last lincoln island sank horizon
neutral,bonadventure behaved capitally
neutral,bounding waves proceeded rapidly course
neutral,pencroft hoisted foresail steering compass followed rectilinear direction
positive,time time herbert relieved helm lad hand firm sailor point find fault
positive,gideon spilett chatted sometimes one sometimes wanted lent hand ropes captain pencroft perfectly satisfied crew
neutral,evening crescent moon would first quarter 16th appeared twilight soon set
positive,night dark starry next day promised fine
positive,pencroft prudently lowered foresail wishing caught sudden gust carrying much canvas perhaps unnecessary precaution calm night pencroft prudent sailor cannot blamed
neutral,reporter slept part night
neutral,pencroft herbert took turns spell two hours helm
positive,sailor trusted herbert would confidence justified coolness judgment lad
neutral,pencroft gave directions commander steersman herbert never allowed bonadventure swerve even point
neutral,night passed quickly day 12th october
neutral,south easterly direction strictly maintained
neutral,unless bonadventure fell unknown current would come exactly within sight tabor island
neutral,sea vessel sailing absolutely deserted
positive,great albatross frigate bird passed within gunshot gideon spilett wondered one confided last letter addressed new york herald
neutral,birds beings appeared frequent part ocean tabor lincoln islands
neutral,yet observed herbert time whalers usually proceed towards southern part pacific
neutral,indeed think could deserted sea quite deserted replied pencroft
neutral,mean asked reporter
neutral,
positive,take vessel wreck us porpoises pencroft laughed joke
positive,evening according calculation thought bonadventure accomplished distance hundred twenty miles since departure lincoln island say thirty six hours would give speed three four knots
negative,breeze slight might soon drop altogether
positive,however hoped next morning break day calculation correct course true would sight tabor island
neutral,neither gideon spilett herbert pencroft slept night
neutral,expectation next day could feel emotion
negative,much uncertainty enterprise
neutral,near tabor island
neutral,island still inhabited castaway whose succor come
neutral,man
negative,would presence disturb little colony till united
negative,besides would content exchange prison another
negative,questions would doubt answered next day kept suspense dawn day fixed gaze western horizon
neutral,land shouted pencroft six clock morning
negative,impossible pencroft mistaken evident land
positive,imagine joy little crew bonadventure hours would land beach island
negative,low coast tabor island scarcely emerging sea fifteen miles distant
neutral,head bonadventure little south island set directly towards sun mounted east rays fell upon one two headlands
positive,much less important isle lincoln island observed herbert probably due like submarine convulsion eleven clock bonadventure two miles pencroft looking suitable place land proceeded cautiously unknown waters
positive,whole island could surveyed could seen groups gum large trees species growing lincoln island
neutral,astonishing thing smoke arose show island inhabited signal whatever appeared shore
positive,yet document clear enough castaway castaway watch
positive,meanwhile bonadventure entered winding channels among reefs pencroft observed every turn extreme care
positive,put herbert helm posting bows inspecting water held halliard hand ready lower sail moment notice
neutral,gideon spilett glass eagerly scanned shore though without perceiving anything
neutral,however twelve clock keel bonadventure grated bottom
neutral,anchor let go sails furled crew little vessel landed
negative,reason doubt tabor island since according recent charts island part pacific new zealand american coast
positive,vessel securely moored danger carried away receding tide pencroft companions well armed ascended shore gain elevation two hundred fifty three hundred feet rose distance half mile
positive,summit hill said spilett doubt obtain complete view island greatly facilitate search replied herbert captain harding first thing lincoln island climbing mount franklin exactly answered reporter best plan thus talking explorers advanced along clearing terminated foot hill
neutral,flocks rock pigeons sea swallows similar lincoln island fluttered around
negative,woods skirted glade left could hear bushes rustling see grass waving indicated presence timid animals still nothing show island inhabited
negative,arrived foot hill pencroft spilett herbert climbed minutes gazed anxiously round horizon
neutral,islet measure six miles circumference shape much bordered capes promontories bays creeks lengthened oval
negative,around lonely sea extended limits horizon
neutral,land even sail sight
positive,woody islet offer varied aspects lincoln island arid wild one part fertile rich
positive,contrary uniform mass verdure rose two three hills great height
negative,obliquely oval island ran stream wide meadow falling sea west narrow mouth
negative,domain limited said herbert
negative,yes rejoined pencroft would small us moreover said reporter appears uninhabited indeed answered herbert nothing betrays presence man let us go said pencroft search sailor two companions returned shore place left bonadventure decided make tour island foot exploring interior spot escape investigations
positive,beach easy follow places way barred large rocks however easily passed round
negative,explorers proceeded towards south disturbing numerous flocks sea birds herds seals threw sea soon saw strangers distance
neutral,beasts yonder observed reporter see men first time
negative,fear therefore must know hour departure arrived southern point islet terminated sharp cape proceeded towards north along western coast equally formed sand rocks background bordered thick woods
neutral,trace habitation part print human foot shore island four hours walking gone completely round
positive,say least extraordinary compelled believe tabor island longer inhabited
negative,perhaps document already several months several years old possible case either castaway enabled return country died misery
neutral,pencroft spilett herbert forming less probable conjectures dined rapidly board bonadventure able continue excursion nightfall
neutral,done five clock evening hour entered wood
neutral,numerous animals fled approach principally one might say goats pigs obviously european species
positive,doubtless whaler landed island rapidly increased
positive,herbert resolved catch one two living take back lincoln island
negative,longer doubtful men period visited islet became still evident paths appeared trodden forest felled trees everywhere traces hand man trees becoming rotten felled many years ago marks axe velveted moss grass grew long thick paths difficult find
neutral,observed gideon spilett proves men landed island also lived time
neutral,men
positive,many remain document said herbert spoke one castaway well still island replied pencroft impossible shall find exploration continued
negative,sailor companions naturally followed route cut diagonally across island thus obliged follow stream flowed towards sea
negative,animals european origin works due human hand showed incontestably men already visited island several specimens vegetable kingdom prove less
neutral,places midst clearings evident soil planted culinary plants probably distant period
positive,herbert joy recognized potatoes chicory sorrel carrots cabbages turnips sufficient collect seed enrich soil lincoln island
positive,capital jolly exclaimed pencroft
neutral,suit neb well us
positive,even find castaway least voyage useless god rewarded us doubtless replied gideon spilett see state find plantations feared island inhabited time indeed answered herbert inhabitant whoever could neglected important culture yes said pencroft castaway gone must suppose must admitted document already distant date evidently bottle arrived lincoln island floated sea long time returned pencroft
positive,night coming added think best give search present let us go board morrow begin said reporter
negative,wisest course followed herbert pointing confused mass among trees exclaimed hut three immediately ran towards dwelling
neutral,twilight possible see built planks covered thick tarpaulin
neutral,half closed door pushed open pencroft entered rapid step
negative,hut empty
neutral,pencroft shouted loudly
neutral,reply made
negative,sailor struck light set fire twig
positive,lighted minute small room appeared perfectly empty
negative,back rude fireplace cold cinders supporting armful dry wood
positive,pencroft threw blazing twig wood crackled gave forth bright light
neutral,sailor two companions perceived disordered bed damp yellow coverlets proved used long time
neutral,corner fireplace two kettles covered rust overthrown pot
negative,cupboard moldy sailor clothes table tin plate bible eaten away damp corner tools spade pickaxe two fowling pieces one broken plank forming shelf stood barrel powder still untouched barrel shot several boxes caps thickly covered dust accumulated perhaps many long years
neutral,one said reporter
neutral,one replied pencroft
neutral,long time since room inhabited observed herbert
positive,yes long time answered reporter
neutral,mr
positive,spilett said pencroft instead returning board think would well pass night hut right pencroft answered gideon spilett owner returns well
negative,perhaps sorry find place taken possession return said sailor shaking head
neutral,think quitted island asked reporter
neutral,quitted island would taken away weapons tools replied pencroft
negative,know value castaways set articles last remains wreck
neutral,
neutral,repeated sailor tone conviction left island
neutral,escaped boat made would still less left indispensable necessary articles
neutral,
neutral,island living asked herbert
negative,living dead
negative,dead suppose buried shall least find remains agreed night passed deserted dwelling store wood found corner sufficient warm
neutral,door closed pencroft herbert spilett remained seated bench talking little wondering much
neutral,frame mind imagine anything expect anything
neutral,listened eagerly sounds outside
positive,door might opened suddenly man presented without least surprised notwithstanding hut revealed abandonment hands ready press hands man castaway unknown friend friends waiting
neutral,voice heard door open
neutral,hours thus passed away
neutral,long night appeared sailor companions
negative,herbert alone slept two hours age sleep necessity
negative,three anxious continue exploration day search secret recesses islet
positive,inferences deduced pencroft perfectly reasonable nearly certain hut deserted tools utensils weapons still owner succumbed
positive,agreed therefore search remains give least christian burial
neutral,day dawned pencroft companions immediately proceeded survey dwelling
positive,certainly built favorable situation back little hill sheltered five six magnificent gum trees
positive,front trees axe prepared wide clearing allowed view extend sea
negative,beyond lawn surrounded wooden fence falling pieces shore left mouth stream
positive,hut built planks easy see planks obtained hull deck ship
neutral,probable disabled vessel cast coast island one least crew saved means wreck man tools disposal built dwelling
positive,became still evident gideon spilett walked around hut saw plank probably one formed armor wrecked vessel letters already half effaced br tan britannia exclaimed pencroft reporter called common name ships could say english american matters little pencroft little indeed answered sailor save survivor crew still living whatever country may belong
negative,beginning search let us go board bonadventure sort uneasiness seized pencroft upon subject vessel
neutral,island inhabited one taken possession
neutral,shrugged shoulders unreasonable supposition
negative,rate sailor sorry go breakfast board
neutral,road already trodden long scarcely mile
neutral,set walk gazing wood thickets goats pigs fled hundreds
positive,twenty minutes leaving hut pencroft companions reached western coast island saw bonadventure held fast anchor buried deep sand
negative,pencroft could restrain sigh satisfaction
negative,vessel child right fathers often uneasy occasion
positive,returned board breakfasted necessary dine late repast ended exploration continued conducted minute care
neutral,indeed probable inhabitant island perished
negative,therefore traces dead living man pencroft companions searched
negative,searches vain half day sought purpose among thickets trees covered islet
negative,scarcely doubt castaway dead trace body remained wild beast probably devoured last bone
neutral,set morrow daybreak said pencroft two companions two clock resting minutes shade clump firs
neutral,think might without scruple take utensils belonged castaway added herbert
neutral,think returned gideon spilett arms tools make stores granite house
positive,supply powder shot also important yes replied pencroft must forget capture couple two pigs lincoln island destitute gather seeds added herbert give us vegetables old new worlds perhaps would best said reporter remain day longer tabor island collect may useful us mr spilett answered pencroft ask set morrow daybreak
positive,wind seems likely shift west fair wind coming shall fair wind going back let us lose time said herbert rising
negative,waste time returned pencroft
positive,herbert go gather seeds know better
positive,mr spilett go pig hunt even without top hope shall manage catch herbert accordingly took path led towards cultivated part islet sailor reporter entered forest
positive,many specimens porcine race fled animals singularly active appear humor allow approached
negative,however hour chase hunters managed get hold couple lying thicket cries heard resounding north part island cries mingled terrible yells nothing human
positive,pencroft gideon spilett feet pigs movement began run away moment sailor getting ready rope bind
neutral,herbert voice said reporter
neutral,run exclaimed pencroft
negative,sailor spilett immediately ran full speed towards spot whence cries proceeded
positive,well hasten turn path near clearing saw lad thrown ground grasp savage apparently gigantic ape great harm
positive,rush monster throw ground turn snatch herbert bind securely work minute pencroft gideon spilett
positive,sailor herculean strength reporter also powerful spite monster resistance firmly tied could even move
negative,hurt herbert asked spilett
neutral,oh ape wounded exclaimed pencroft
neutral,ape answered herbert
neutral,words pencroft gideon spilett looked singular lay ground
neutral,indeed ape human man
neutral,man
negative,savage horrible acceptation word much frightful seemed fallen lowest degree brutishness
negative,shaggy hair untrimmed beard descending chest body almost naked except rag round waist wild eyes enormous hands immensely long nails skin color mahogany feet hard made horn miserable creature yet claim called man
neutral,might justly asked yet soul body brute instinct alone survived
positive,quite sure man ever one said pencroft reporter
negative,alas
negative,doubt replied spilett
neutral,must castaway asked herbert
positive,yes replied gideon spilett unfortunate man longer anything human reporter spoke truth
negative,evident castaway ever civilized solitude made savage worse perhaps regular man woods
neutral,hoarse sounds issued throat teeth sharp teeth wild beast made tear raw flesh
negative,memory must deserted long long time also forgotten use gun tools longer knew make fire
positive,could seen active powerful physical qualities developed injury moral qualities
neutral,gideon spilett spoke
neutral,appear understand even hear
neutral,yet looking eyes reporter thought could see reason extinguished
negative,however prisoner struggle even attempt break bonds
neutral,overwhelmed presence men whose fellow
neutral,found corner brain fleeting remembrance recalled humanity
positive,free would attempt fly would remain
positive,could tell make experiment gazing attentively miserable creature whoever may remarked gideon spilett whoever may whatever may become duty take us lincoln island yes yes replied herbert perhaps care may arouse gleam intelligence soul die said reporter would great satisfaction rescue one god creatures brutishness pencroft shook head doubtfully
neutral,must try rate returned reporter humanity commands us indeed duty christians civilized beings
neutral,three felt well knew cyrus harding would approve acting thus
negative,shall leave bound asked sailor
neutral,perhaps would walk feet unfastened said herbert
neutral,let us try replied pencroft
negative,cords shackled prisoner feet cut arms remained securely fastened
positive,got manifest desire run away
negative,hard eyes darted piercing glance three men walked near nothing denoted recollected fellow least
neutral,continual hissing sound issued lips aspect wild attempt resist
negative,reporter advice unfortunate man taken hut
neutral,perhaps sight things belonged would make impression
positive,perhaps spark would sufficient revive obscured intellect rekindle dulled soul
positive,dwelling far
negative,minutes arrived prisoner remembered nothing appeared lost consciousness everything
negative,could think degree brutishness miserable fallen unless imprisonment islet dated distant period arrived rational solitude reduced condition
positive,reporter thought perhaps sight fire would effect moment one beautiful flames attract even animals blazed hearth
negative,sight flame seemed first fix attention unhappy object soon turned away look intelligence faded
neutral,evidently nothing done time least take board bonadventure done remained pencroft charge
neutral,herbert spilett returned finish work hours came back shore carrying utensils guns store vegetables seeds game two couple pigs
positive,embarked bonadventure ready weigh anchor sail morning tide
negative,prisoner placed fore cabin remained quiet silent apparently deaf dumb
neutral,pencroft offered something eat pushed away cooked meat presented doubtless suit
negative,sailor showing one ducks herbert killed pounced like wild beast devoured greedily
neutral,think recover senses asked pencroft
negative,impossible care effect upon solitude made time forward longer alone poor man must doubt state long time said herbert
neutral,perhaps answered gideon spilett
neutral,age asked lad
negative,difficult say replied reporter impossible see features thick beard covers face longer young suppose might fifty noticed mr spilett deeply sunk eyes asked herbert
negative,yes herbert must add human one could expect appearance however shall see replied pencroft anxious know opinion captain harding savage
neutral,went look human creature bringing back monster
negative,could night passed whether prisoner slept could known rate although unbound move
positive,like wild animal appears stunned first capture becomes wild afterwards
neutral,daybreak next morning 15th october change weather predicted pencroft occurred
positive,wind shifted northwest favored return bonadventure time freshened might render navigation difficult
neutral,five clock morning anchor weighed
positive,pencroft took reef mainsail steered towards north east sail straight lincoln island
neutral,first day voyage marked incident
negative,prisoner remained quiet fore cabin sailor appeared motion vessel might produce salutary reaction
neutral,recollection former calling return
negative,however might remained tranquil astonished rather depressed
negative,next day wind increased blowing north consequently less favorable direction bonadventure pencroft soon obliged sail close hauled without saying anything began uneasy state sea frequently broke bows
positive,certainly wind moderate would take longer time reach lincoln island taken make tabor island
neutral,indeed morning 17th bonadventure forty eight hours sea nothing showed near island
positive,impossible besides estimate distance traversed trust reckoning direction speed irregular
neutral,twenty four hours yet land sight
neutral,wind right ahead sea heavy
neutral,sails close reefed tacked frequently
neutral,18th wave swept completely bonadventure crew taken precaution lashing deck would carried away
negative,occasion pencroft companions occupied loosing received unexpected aid prisoner emerged hatchway sailor instinct suddenly returned broke piece bulwarks spar let water filled deck escape
positive,vessel clear descended cabin without uttered word
positive,pencroft gideon spilett herbert greatly astonished let proceed
negative,situation truly serious sailor reason fear lost wide sea without possibility recovering course
neutral,night dark cold
positive,however eleven clock wind fell sea went speed vessel labored less greatly increased
neutral,neither pencroft spilett herbert thought taking hour sleep
neutral,kept sharp look either lincoln island could far distant would sighted daybreak bonadventure carried away currents drifted much would impossible rectify course
negative,pencroft uneasy last degree yet despair gallant heart grasping tiller anxiously endeavored pierce darkness surrounded
neutral,two clock morning started forward light
neutral,light shouted
positive,indeed bright light appeared twenty miles northeast
negative,lincoln island fire evidently lighted cyrus harding showed course followed
positive,pencroft bearing much north altered course steered towards fire burned brightly horizon like star first magnitude
negative,cyrus harding neb become uneasy bad weather prolonged absence companions climbed daybreak plateau prospect heights last caught sight vessel long returning
positive,god praised
neutral,exclaimed cyrus harding
positive,neb joy began dance twirl round clapping hands shouting oh
positive,master touching pantomime finest discourse
negative,engineer first idea counting people deck bonadventure pencroft found castaway tabor island rate unfortunate man refused leave island change one prison another
negative,indeed pencroft gideon spilett herbert alone deck bonadventure moment vessel touched engineer neb waiting beach passengers time leap sand harding said uneasy delay friends
positive,meet accident replied gideon spilett contrary everything went wonderfully well
negative,tell however returned engineer search unsuccessful since three went excuse captain replied sailor four found castaway yes brought yes living yes
neutral,replied reporter rather man
negative,cyrus tell engineer informed passed voyage conditions search conducted dwelling island long abandoned last castaway captured appeared longer belong human species
positive,point added pencroft know done right bring certainly pencroft replied engineer quickly
positive,wretched creature sense possible present replied cyrus harding months ago wretched creature man like
positive,knows become survivor us long solitude island
negative,great misfortune alone friends must believed solitude quickly destroy reason since found poor creature state captain asked herbert leads think brutishness unfortunate man began months back document found recently written answered engineer castaway alone written always supposing observed gideon spilett written companion man since dead impossible dear spilett asked reporter
negative,document would spoken two castaways replied harding mentioned one herbert words related incidents voyage dwelt curious fact sort passing gleam prisoner mind instant height storm become sailor
positive,well herbert replied engineer right attach great importance fact
positive,unfortunate man cannot incurable despair made find fellow men since still soul soul shall save castaway tabor island great pity engineer great astonishment neb brought cabin occupied fore part bonadventure land manifested wish run away
positive,cyrus harding approaching placed hand shoulder gesture full authority looked infinite tenderness
positive,immediately unhappy man submitting superior gradually became calm eyes fell head bent made resistance
negative,poor fellow murmured engineer
neutral,cyrus harding attentively observed
negative,judge appearance miserable longer anything human yet harding reporter already observed look indefinable trace intelligence
positive,decided castaway rather stranger thenceforth termed companions live one rooms granite house however could escape
positive,led without difficulty careful attention might perhaps hoped day would companion settlers lincoln island
negative,cyrus harding breakfast neb hastened prepare reporter herbert pencroft dying hunger heard detail incidents marked voyage exploration islet
positive,agreed friends point stranger must either english american name britannia leading suppose besides bushy beard shaggy matted hair engineer thought could recognize characteristic features anglo saxon
negative,bye said gideon spilett addressing herbert never told us met savage know nothing except would strangled happened come time help upon word answered herbert rather difficult say happened
positive,think occupied collecting plants heard noise like avalanche falling tall tree
neutral,scarcely time look round
positive,unfortunate man without doubt concealed tree rushed upon less time take tell unless mr spilett pencroft boy said cyrus harding ran great danger perhaps without poor creature would still hidden search new companion hope cyrus succeed reforming man asked reporter
positive,yes replied engineer
neutral,breakfast harding companions left granite house returned beach
negative,occupied unloading bonadventure engineer examined arms tools saw nothing could help establish identity stranger
positive,capture pigs made islet looked upon profitable lincoln island animals led sty soon became home
positive,two barrels containing powder shot well box caps welcome
negative,agreed establish small powder magazine either outside granite house upper cavern would fear explosion
positive,however use pyroxyle continued substance giving excellent results reason substituting ordinary powder
positive,unloading vessel finished captain said pencroft think would prudent put bonadventure safe place safe mouth mercy asked cyrus harding
neutral,captain replied sailor
neutral,half time stranded sand works
negative,famous craft see behaved admirably squall struck us return could float river doubt captain could shelter east winds think bonadventure would suffer much surf well would put pencroft port balloon replied sailor
positive,little creek shut rocks seems harbor want rather far pooh
positive,three miles granite house fine straight road take us pencroft take bonadventure replied engineer yet would rather immediate protection
positive,time must make little harbor famous exclaimed pencroft
neutral,harbor lighthouse pier dock
neutral,ah
positive,really captain everything becomes easy yes brave pencroft answered engineer condition however help much three men work herbert sailor embarked board bonadventure anchor weighed sail hoisted wind drove rapidly towards claw cape
positive,two hours reposing tranquil waters port balloon
negative,first days passed stranger granite house already given reason think savage nature becoming tamed
positive,brighter light burn depths obscured mind
neutral,short soul returning body
positive,yes certainty degree cyrus harding reporter wondered reason unfortunate man ever totally extinguished
negative,first accustomed open air unrestrained liberty enjoyed tabor island stranger manifested sullen fury feared might throw onto beach one windows granite house
positive,gradually became calmer freedom allowed movements
positive,reason hope hope much
negative,already forgetting carnivorous instincts stranger accepted less bestial nourishment fed islet cooked meat produce sentiment repulsion showed board bonadventure cyrus harding profited moment sleeping cut hair matted beard formed sort mane gave savage aspect
neutral,also clothed suitably got rid rag covered
positive,result thanks attentions stranger resumed human appearance even seemed eyes become milder
positive,certainly formerly lighted intelligence man face must sort beauty
negative,every day harding imposed task passing hours company
neutral,came worked near occupied different things fix attention
positive,spark indeed would sufficient reillumine soul recollection crossing brain recall reason
negative,seen storm board bonadventure engineer neglect either speak aloud penetrate time organs hearing sight depths torpid intelligence
neutral,sometimes one companions sometimes another sometimes joined
positive,spoke often things belonging navy must interest sailor
positive,times stranger gave slight attention said settlers soon convinced partly understood
negative,sometimes expression countenance deeply sorrowful proof suffered mentally face could mistaken speak although different times however almost thought words issue lips
negative,events poor creature quite quiet sad
positive,calm apparent
neutral,sadness result seclusion
neutral,nothing could yet ascertained
positive,seeing certain objects limited space always contact colonists would soon become accustomed desires satisfy better fed better clothed natural physical nature gradually improve penetrated sense new life
positive,rather employ word would exactly applicable becoming tamed like animal company master
positive,important question cyrus harding anxious answer yet wish treat invalid roughly
neutral,would ever convalescent
neutral,engineer observed every moment
neutral,watch soul one may use expression
positive,ready grasp
positive,settlers followed real sympathy phases cure undertaken harding
positive,aided also work humanity except perhaps incredulous pencroft soon shared hope faith
positive,calm stranger deep said even showed sort attachment engineer whose influence evidently felt
positive,cyrus harding resolved try transporting another scene ocean formerly eyes accustomed contemplate border forest might perhaps recall many years life passed
positive,said gideon spilett hope escape set liberty experiment must tried replied engineer
neutral,well said pencroft
positive,fellow outside feels fresh air fast legs carry think returned harding
neutral,let us try said spilett
neutral,try replied engineer
negative,30th october consequently castaway tabor island prisoner granite house nine days
positive,warm bright sun darted rays island
negative,cyrus harding pencroft went room occupied stranger found lying near window gazing sky
positive,come friend said engineer
positive,stranger rose immediately
positive,eyes fixed cyrus harding followed sailor marched behind little confident result experiment
neutral,arrived door harding pencroft made take place lift neb herbert gideon spilett waited granite house
positive,lift descended moments united beach
negative,settlers went short distance stranger leave liberty
negative,made steps toward sea look brightened extreme animation make slightest attempt escape
negative,gazing little waves broken islet rippled sand
positive,sea observed gideon spilett possibly inspire wish escape yes replied harding must take plateau border forest
negative,experiment conclusive besides could run away said neb since bridge raised oh said pencroft man troubled stream like creek glycerine
negative,could cross directly single bound shall soon see harding contented replying eyes quitting patient
positive,latter led towards mouth mercy climbing left bank river reached prospect heights
positive,arrived spot grew first beautiful trees forest foliage slightly agitated breeze stranger appeared greedily drink penetrating odor filled atmosphere long sigh escaped chest
negative,settlers kept behind ready seize made movement escape
negative,indeed poor creature point springing creek separated forest legs bent instant spring almost immediately stepped back half sank large tear fell eyes
negative,unfortunate man wept
neutral,recollection doubtless flashed across brain use cyrus harding expression tears man
positive,colonists left time plateau withdrew short distance might feel free think profiting liberty harding soon brought back granite house
positive,two days occurrence stranger appeared wish gradually mingle common life
positive,evidently heard understood less evidently strangely determined speak colonists one evening pencroft listening door room heard words escape lips
neutral,
neutral,
neutral,never sailor reported words companions
negative,painful mystery said harding
neutral,stranger begun use laboring tools worked garden
positive,stopped work often case remained retired within engineer recommendation respected reserve apparently wished keep
neutral,one settlers approached drew back chest heaved sobs overburdened
negative,remorse overwhelmed thus
negative,compelled believe gideon spilett could help one day making observation speak fear things serious told must patient wait
negative,days later 3rd november stranger working plateau stopped letting spade drop ground harding observing little distance saw tears flowing eyes
negative,sort irresistible pity led towards unfortunate man touched arm lightly
positive,friend said
positive,stranger tried avoid look cyrus harding endeavored take hand drew back quickly
positive,friend said harding firmer voice look wish stranger looked engineer seemed power subject influence mesmerist
neutral,wished run away
neutral,countenance suddenly underwent transformation
neutral,eyes flashed
negative,words struggled escape lips
neutral,could longer contain
negative,last folded arms hollow voice asked cyrus harding
positive,castaways like replied engineer whose emotion deep
neutral,brought among fellow men fellow men
neutral,none midst friends friends
negative,friends exclaimed stranger hiding face hands
negative,never leave
negative,leave rushed side plateau overlooked sea remained long time motionless
neutral,harding rejoined companions related happened
positive,yes
negative,mystery man life said gideon spilett appears entered society path remorse know sort man brought said sailor
positive,secrets respect interrupted cyrus harding quickly
negative,committed crime fearfully expiated eyes absolved two hours stranger remained alone shore evidently influence recollections recalled past life melancholy life doubtless colonists without losing sight attempt disturb solitude
neutral,however two hours appearing formed resolution came find cyrus harding
negative,eyes red tears shed wept longer
neutral,countenance expressed deep humility
negative,appeared anxious timorous ashamed eyes constantly fixed ground
positive,sir said harding companions english answered engineer americans ah said stranger murmured prefer friend asked engineer
neutral,english replied hastily
negative,words difficult say retreated beach walked cascade mouth mercy state extreme agitation
negative,passing one moment close herbert stopped stifled voice month asked
neutral,december replied herbert
neutral,year 1866 twelve years
neutral,twelve years exclaimed
neutral,left abruptly
neutral,herbert reported colonists questions answers made
negative,unfortunate man observed gideon spilett longer acquainted either months years yes added herbert twelve years already islet found twelve years rejoined harding
neutral,ah
negative,twelve years solitude wicked life perhaps may well impair man reason induced think said pencroft man wrecked tabor island consequence crime left must right pencroft replied reporter impossible left island may return fetch day longer find said herbert
neutral,added pencroft must return friends said cyrus harding let us discuss question know
negative,believe unhappy man suffered severely expiated faults whatever may wish unburden stifles
neutral,let us press tell us history
positive,tell us doubtless know shall see course best follow
negative,alone besides tell us hope certainty returning day country doubt asked reporter
positive,event sure delivered certain time would waited hour deliverance would thrown document sea
negative,probable condemned die islet never expected see fellow creatures observed sailor one thing cannot explain man left twelve years tabor island one may well suppose several years already wild state found probable replied cyrus harding
negative,must many years since wrote document doubt yet document appears recently written
neutral,besides know bottle enclosed document may taken several years come tabor island lincoln island absolutely impossible replied reporter
neutral,might long time already coast island answered pencroft still floating
positive,could even suppose stayed length time shore would swept sea south coast rocks would certainly smashed pieces true rejoined cyrus harding thoughtfully
negative,continued sailor document several years old shut bottle several years would injured damp
