Label,StopwordRemovedSentence
neutral,circumference occupied 1 200 ovens presented length two miles
neutral,constructed plan high quadrangular chimney produced singular effect
neutral,remembered third meeting committee decided use cast iron columbiad particular white description
positive,metal fact tenacious ductile malleable consequently suitable moulding operations smelted pit coal superior quality engineering works requiring great resisting power cannon steam boilers hydraulic presses like
positive,cast iron however subjected one single fusion rarely sufficiently homogeneous requires second fusion completely refine dispossessing last earthly deposits
positive,long forwarded tampa town iron ore molten great furnaces coldspring brought contact coal silicium heated high temperature carburized transformed cast iron
neutral,first operation metal sent stones hill
negative,however deal 136 000 000 pounds iron quantity far costly send railway
neutral,cost transport would double material
neutral,appeared preferable freight vessels new york load iron bars
neutral,however required less sixty eight vessels 1 000 tons veritable fleet quitting new york 3rd may 10th month ascended bay espiritu santo discharged cargoes without dues port tampa town
neutral,thence iron transported rail stones hill middle january enormous mass metal delivered destination
positive,easily understood 1 200 furnaces many melt simultaneously 60 000 tons iron
neutral,furnaces contained nearly 140 000 pounds weight metal
negative,built model served casting rodman gun trapezoidal shape high elliptical arch
neutral,furnaces constructed fireproof brick especially adapted burning pit coal flat bottom upon iron bars laid
neutral,bottom inclined angle 25 degrees allowed metal flow receiving troughs 1 200 converging trenches carried molten metal central well
negative,day following works masonry boring completed barbicane set work upon central mould
positive,object raise within center well coincident axis cylinder 900 feet high nine feet diameter exactly fill space reserved bore columbiad
neutral,cylinder composed mixture clay sand addition little hay straw
neutral,space left mould masonry intended filled molten metal would thus form walls six feet thickness
positive,cylinder order maintain equilibrium bound iron bands firmly fixed certain intervals cross clamps fastened stone lining castings would buried block metal leaving external projection
neutral,operation completed 8th july run metal fixed following day
positive,fete casting grand ceremony said j maston friend barbicane
neutral,undoubtedly said barbicane public fete
positive,open gates enclosure comers must careful maston
negative,casting columbiad extremely delicate say dangerous operation prefer done privately
positive,discharge projectile fete like till president right
positive,operation involved unforeseen dangers great influx spectators would hindered averting
positive,necessary preserve complete freedom movement
negative,one admitted within enclosure except delegation members gun club made voyage tampa town
positive,among brisk bilsby tom hunter colonel blomsberry major elphinstone general morgan rest lot casting columbiad matter personal interest
neutral,j maston became cicerone
positive,omitted point detail conducted throughout magazines workshops midst engines compelled visit whole 1 200 furnaces one
positive,end twelve hundredth visit pretty well knocked
neutral,casting take place twelve clock precisely
positive,previous evening furnace charged 114 000 pounds weight metal bars disposed cross ways allow hot air circulate freely
negative,daybreak 1 200 chimneys vomited torrents flame air ground agitated dull tremblings
neutral,many pounds metal cast many pounds coal burn
neutral,thus 68 000 tons coal projected face sun thick curtain smoke
neutral,heat soon became insupportable within circle furnaces rumbling resembled rolling thunder
positive,powerful ventilators added continuous blasts saturated oxygen glowing plates
positive,operation successful required conducted great rapidity
negative,signal given cannon shot furnace give vent molten iron completely empty
positive,arrangements made foremen workmen waited preconcerted moment impatience mingled certain amount emotion
neutral,soul remained within enclosure
neutral,superintendent took post aperture run
neutral,barbicane colleagues perched neighboring eminence assisted operation
positive,front piece artillery ready give fire signal engineer
positive,minutes midday first driblets metal began flow reservoirs filled little little time whole melting completely accomplished kept abeyance minutes order facilitate separation foreign substances
negative,twelve clock struck
neutral,gunshot suddenly pealed forth shot flame air
neutral,twelve hundred melting troughs simultaneously opened twelve hundred fiery serpents crept toward central well unrolling incandescent curves
positive,plunged terrific noise depth 900 feet
positive,exciting magnificent spectacle
neutral,ground trembled molten waves launching sky wreaths smoke evaporated moisture mould hurled upward vent holes stone lining form dense vapor clouds
neutral,artificial clouds unrolled thick spirals height 1 000 yards air
negative,savage wandering somewhere beyond limits horizon might believed new crater forming bosom florida although neither eruption typhoon storm struggle elements terrible phenomena nature capable producing
positive,man alone produced reddish vapors gigantic flames worthy volcano tremendous vibrations resembling shock earthquake reverberations rivaling hurricanes storms hand precipitated abyss dug whole niagara molten metal
neutral,reduced mere conjecture
positive,indeed every reason expect success since mould absorbed entire mass molten metal still considerable time must elapse could arrive certainty upon matter
negative,patience members gun club sorely tried period time
neutral,could nothing
positive,j maston escaped roasting miracle
neutral,fifteen days casting immense column smoke still rising open sky ground burned soles feet within radius two hundred feet round summit stones hill
neutral,impossible approach nearer
neutral,could wait patience might
neutral,10th august exclaimed j maston one morning four months 1st december
negative,shall never ready time barbicane said nothing silence covered serious irritation
positive,however daily observations revealed certain change going state ground
neutral,15th august vapors ejected sensibly diminished intensity thickness
neutral,days afterward earth exhaled slight puff smoke last breath monster enclosed within circle stone
neutral,little little belt heat contracted 22nd august barbicane colleagues engineer enabled set foot iron sheet lay level upon summit stones hill
positive,last exclaimed president gun club immense sigh relief
neutral,work resumed day
negative,proceeded extract interior mould purpose clearing boring piece
negative,pickaxes boring irons set work without intermission
negative,clayey sandy soils acquired extreme hardness action heat aid machines rubbish dug rapidly carted away railway wagons ardor work persuasive arguments barbicane dollars 3rd september traces mould entirely disappeared
positive,immediately operation boring commenced aid powerful machines weeks later inner surface immense tube rendered perfectly cylindrical bore piece acquired thorough polish
positive,length 22d september less twelvemonth barbicane original proposition enormous weapon accurately bored exactly vertically pointed ready work
positive,moon wait pretty sure would fail rendezvous
positive,ecstasy j maston knew bounds narrowly escaped frightful fall staring tube
positive,strong hand colonel blomsberry worthy secretary like modern erostratus would found death depths columbiad
positive,cannon finished possible doubt perfect completion
neutral,6th october captain nicholl opened account president barbicane debited latter sum two thousand dollars
negative,one may believe captain wrath increased highest point must made seriously ill
negative,however still three bets three four five thousand dollars respectively gained two position would bad
negative,money question enter calculations success rival casting cannon iron plates sixty feet thick would ineffectual dealt terrible blow
positive,23rd september enclosure stones hill thrown open public easily imagined concourse visitors spot
neutral,incessant flow people tampa town place resembled procession rather fact pilgrimage
positive,already clear seen day experiment aggregate spectators would counted millions already arriving parts earth upon narrow strip promontory
neutral,europe emigrating america
neutral,time however must confessed curiosity numerous comers scantily gratified
neutral,counted upon witnessing spectacle casting treated nothing smoke
negative,sorry food hungry eyes barbicane would admit one operation
negative,ensued grumbling discontent murmurs blamed president taxed dictatorial conduct
negative,proceedings declared un american nearly riot round stones hill barbicane remained inflexible
negative,however columbiad entirely finished state closed doors could longer maintained besides would bad taste even imprudence affront public feeling
positive,barbicane therefore opened enclosure comers true practical disposition determined coin money public curiosity
neutral,something indeed enabled contemplate immense columbiad descend depths seemed americans ne plus ultra earthly felicity
positive,consequently one curious spectator willing give treat visiting interior great metallic abyss
negative,baskets suspended steam cranes permitted satisfy curiosity
positive,perfect mania
negative,women children old men made point duty penetrate mysteries colossal gun
negative,fare descent fixed five dollars per head despite high charge two months preceded experiment influx visitors enabled gun club pocket nearly five hundred thousand dollars
negative,needless say first visitors columbiad members gun club
neutral,privilege justly reserved illustrious body
neutral,ceremony took place 25th september
positive,basket honor took president j maston major elphinstone general morgan colonel blomsberry members club number ten
neutral,hot bottom long tube metal
neutral,half suffocated
positive,delight
neutral,ecstasy
neutral,table laid six covers massive stone formed bottom columbiad lighted jet electric light resembling day
positive,numerous exquisite dishes seemed descend heaven placed successively guests richest wines france flowed profusion splendid repast served nine hundred feet beneath surface earth
positive,festival animated say somewhat noisy
neutral,toasts flew backward forward
positive,drank earth satellite gun club union moon diana phoebe selene peaceful courier night hurrahs carried upward upon sonorous waves immense acoustic tube arrived sound thunder mouth multitude ranged round stones hill heartily united shouts ten revelers hidden view bottom gigantic columbiad
neutral,j maston longer master
negative,whether shouted gesticulated ate drank would difficult matter determine
positive,general impatience two months appeared long years
positive,hitherto smallest details operation daily chronicled journals public devoured eager eyes
positive,moment circumstance unexpected extraordinary incredible occurred rouse afresh panting spirits throw every mind state violent excitement
neutral,one day 30th september 3 47 p telegram transmitted cable valentia ireland newfoundland american mainland arrived address president barbicane
positive,president tore open envelope read dispatch despite remarkable powers self control lips turned pale eyes grew dim reading twenty words telegram
neutral,text dispatch figures archives gun club france paris 30 september 4 barbicane tampa town florida united states
neutral,substitute spherical shell cylindro conical projectile
neutral,shall go inside
neutral,shall arrive steamer atlanta
neutral,michel ardan
neutral,would held tongue measure prudence order reconsider plans
neutral,telegram might cover jest especially came frenchman
neutral,human would ever conceived idea journey
negative,person really existed must idiot one would shut lunatic ward rather within walls projectile
neutral,contents dispatch however speedily became known telegraphic officials possessed little discretion michel ardan proposition ran throughout several states union
neutral,barbicane therefore motives keeping silence
neutral,consequently called together colleagues moment tampa town without expression opinions simply read laconic text
negative,received every possible variety expressions doubt incredulity derision every one exception j maston exclaimed grand idea however barbicane originally proposed send shot moon every one looked upon enterprise simple practicable enough mere question gunnery person professing reasonable offered take passage within projectile whole thing became farce plainer language humbug
neutral,one question however remained
neutral,exist
positive,telegram flashed across depths atlantic designation vessel board take passage date assigned speedy arrival combined impart certain character reality proposal
positive,must get clearer notion matter
positive,scattered groups inquirers length condensed compact crowd made straight residence president barbicane
positive,worthy individual keeping quiet intention watching events arose
positive,forgotten take account public impatience pleasant countenance watched population tampa town gathering windows
neutral,murmurs vociferations presently obliged appear
neutral,came forward therefore silence procured citizen put point blank following question person mentioned telegram name michel ardan way
negative,yes gentlemen replied barbicane know must know roared impatient voices
positive,time show calmly replied president
neutral,time business keep whole country suspense replied orator
neutral,altered plans projectile according request telegram yet gentlemen right
positive,must better information go
neutral,telegraph must complete information telegraph roared crowd
neutral,barbicane descended heading immense assemblage led way telegraph office
negative,minutes later telegram dispatched secretary underwriters liverpool requesting answers following queries ship atlanta leave europe
negative,board frenchman named michel ardan two hours afterward barbicane received information exact leave room smallest remaining doubt
negative,steamer atlanta liverpool put sea 2nd october bound tampa town board frenchman borne list passengers name michel ardan evening wrote house breadwill co requesting suspend casting projectile receipt orders
neutral,10th october nine semaphores bahama canal signaled thick smoke horizon
neutral,two hours later large steamer exchanged signals
neutral,name atlanta flew tampa town
neutral,four clock english vessel entered bay espiritu santo
neutral,five crossed passage hillisborough bay full steam
neutral,six cast anchor port tampa
negative,anchor scarcely caught sandy bottom five hundred boats surrounded atlanta steamer taken assault
neutral,barbicane first set foot deck voice vainly tried conceal emotion called michel ardan replied individual perched poop
neutral,barbicane arms crossed looked fixedly passenger atlanta
neutral,man forty two years age large build slightly round shouldered
negative,massive head momentarily shook shock reddish hair resembled lion mane
neutral,face short broad forehead furnished moustache bristly cat little patches yellowish whiskers upon full cheeks
neutral,round wildish eyes slightly near sighted completed physiognomy essentially feline
positive,nose firmly shaped mouth particularly sweet expression high forehead intelligent furrowed wrinkles like newly plowed field
neutral,body powerfully developed firmly fixed upon long legs
positive,muscular arms general air decision gave appearance hardy jolly companion
negative,dressed suit ample dimensions loose neckerchief open shirtcollar disclosing robust neck cuffs invariably unbuttoned appeared pair red hands
positive,bridge steamer midst crowd bustled fro never still moment dragging anchors sailors say gesticulating making free everybody biting nails nervous avidity
negative,one originals nature sometimes invents freak moment breaks mould
positive,among peculiarities curiosity gave sublime ignoramus like shakespeare professed supreme contempt scientific men
positive,fellows called fit mark points play game fact thorough bohemian adventurous adventurer hare brained fellow kind icarus possessing relays wings
positive,rest ever scrapes ending invariably falling feet like little figures sell children toys
positive,words motto opinions love impossible constituted ruling passion
positive,passenger atlanta always excitable boiling action internal fire character physical organization
positive,ever two individuals offered striking contrast certainly michel ardan yankee barbicane moreover equally enterprising daring way
negative,scrutiny president gun club instituted regarding new rival quickly interrupted shouts hurrahs crowd
positive,cries became last uproarious popular enthusiasm assumed personal form michel ardan shaken hands thousands times imminent risk leaving fingers behind fain last make bolt cabin
neutral,barbicane followed without uttering word
positive,barbicane suppose said michel ardan tone voice would addressed friend twenty years standing
neutral,yes replied president gun club
neutral,right
neutral,ye barbicane
positive,getting pretty well
positive,right said barbicane without preliminary quite determined go quite decided nothing stop nothing
neutral,modified projectile according telegram waited arrival
positive,asked barbicane carefully reflected reflected
neutral,time spare
positive,find opportunity making tour moon mean profit
negative,whole gist matter barbicane looked hard man spoke lightly project complete absence anxiety
positive,least said plans means carrying project execution excellent dear barbicane permit offer one remark wish tell story everybody done need recapitulation
positive,objection assemble friends colleagues whole town florida america like morrow shall ready explain plans answer objections whatever may advanced
neutral,may rest assured shall wait without stirring
neutral,suit right replied barbicane
neutral,saying president left cabin informed crowd proposal michel ardan
positive,words received clappings hands shouts joy
neutral,removed difficulties
positive,morrow every one would contemplate ease european hero
positive,however spectators infatuated rest would leave deck atlanta
neutral,passed night board
positive,among others j maston got hook fixed combing poop pretty nearly required capstan get
positive,hero
negative,hero cried theme never tired ringing changes like weak silly women compared european president suggested visitors time retire entered passenger cabin remained till bell steamer made midnight
positive,two rivals popularity shook hands heartily parted terms intimate friendship
neutral,might well tried check falls niagara
positive,compelled therefore give idea let new friend run chances public conference
neutral,place chosen monster meeting vast plain situated rear town
positive,hours thanks help shipping port immense roofing canvas stretched parched prairie protected burning rays sun
positive,three hundred thousand people braved many hours stifling heat awaiting arrival frenchman
negative,crowd spectators first set could see hear second set saw badly heard nothing third could neither see hear anything
negative,three clock michel ardan made appearance accompanied principal members gun club
positive,supported right president barbicane left j maston radiant midday sun nearly ruddy
positive,ardan mounted platform top view extended sea black hats
positive,exhibited slightest embarrassment gay familiar pleasant home
positive,hurrahs greeted replied graceful bow waving hands request silence spoke perfectly correct english follows gentlemen despite hot weather request patience short time offer explanations regarding projects seem interested
positive,neither orator man science idea addressing public friend barbicane told would like hear quite service
negative,listen therefore six hundred thousand ears please excuse faults speaker
positive,pray forget see perfect ignoramus whose ignorance goes far cannot even understand difficulties
positive,seemed matter quite simple natural easy take one place projectile start moon
positive,journey must undertaken sooner later mode locomotion adopted follows simply law progress
positive,man began walking fours one fine day two feet carriage stage coach lastly railway
neutral,well projectile vehicle future planets nothing else
neutral,gentlemen may imagine velocity propose impart extravagant
positive,nothing kind
neutral,stars exceed rapidity earth moment carrying us round sun three times rapid rate yet mere lounger way compared many others planets
neutral,velocity constantly decreasing
positive,evident ask day appear velocities far greater light electricity probably mechanical agent
positive,yes gentlemen continued orator spite opinions certain narrow minded people would shut human race upon globe within magic circle must never outstep shall one day travel moon planets stars facility rapidity certainty make voyage liverpool new york
positive,distance relative expression must end reduced zero assembly strongly predisposed favor french hero slightly staggered bold theory
neutral,michel ardan perceived fact
positive,gentlemen continued pleasant smile seem quite convinced
positive,good
positive,let us reason matter
positive,know long would take express train reach moon
neutral,three hundred days
neutral,
neutral,distance nine times circumference earth sailors travelers even moderate activity made longer journeys lifetime
neutral,consider shall ninety seven hours journey
neutral,ah
neutral,see reckoning moon long way earth one must think twice making experiment
neutral,would say talking going neptune revolves distance two thousand seven hundred twenty millions miles sun
neutral,yet compared distance fixed stars arcturus billions miles distant us
neutral,talk distance separates planets sun
neutral,people affirm thing distance exists
negative,absurdity folly idiotic nonsense
neutral,would know think solar universe
neutral,shall tell theory
neutral,simple
positive,opinion solar system solid homogeneous body planets compose actual contact whatever space exists nothing space separates molecules densest metal silver iron platinum
positive,right therefore affirm repeat conviction must penetrate minds distance empty name distance really exist hurrah cried one voice need said j maston
positive,distance exist overcome energy movements nearly fell platform ground
negative,escaped severe fall would proved distance means empty name
negative,gentlemen resumed orator repeat distance earth satellite mere trifle undeserving serious consideration
positive,convinced twenty years one half earth paid visit moon
positive,worthy friends question put fear sadly embarrass poor man like still best answer point president gun club satisfied turn discussion assumed
positive,became however desirable divert ardan questions practical nature doubtless far less conversant
positive,barbicane therefore hastened get word began asking new friend whether thought moon planets inhabited
positive,put great problem worthy president replied orator smiling
positive,still men great intelligence plutarch swedenborg bernardin de st pierre others mistake pronounced affirmative
positive,looking question natural philosopher point view say nothing useless existed world replying question another venture assert worlds habitable either inhabited one could answer logically fairly replied president
neutral,question reverts worlds habitable
positive,part believe feel certain said michel ardan
positive,nevertheless retorted one audience many arguments habitability worlds
neutral,conditions life must evidently greatly modified upon majority
negative,mention planets either broiled alive frozen death others according less removed sun regret replied michel ardan honor personally knowing contradictor would attempted answer
positive,objection merits admit think may successfully combat well others affect habitability worlds
positive,natural philosopher would tell less caloric set motion upon planets nearest sun contrary upon farthest removed simple fact would alone suffice equalize heat render temperature worlds supportable beings organized like
negative,naturalist would tell according illustrious men science nature furnished us instances upon earth animals existing varying conditions life fish respire medium fatal animals amphibious creatures possess double existence difficult explanation certain denizens seas maintain life enormous depths support pressure equal fifty sixty atmospheres without crushed several aquatic insects insensible temperature met equally among boiling springs frozen plains polar sea fine cannot help recognizing nature diversity means operation oftentimes incomprehensible less real
neutral,chemist would tell aerolites bodies evidently formed exteriorly terrestrial globe upon analysis revealed indisputable traces carbon substance owes origin solely organized beings according experiments reichenbach must necessarily endued animation
positive,lastly theologian would tell scheme divine redemption according st paul seems applicable merely earth celestial worlds
negative,unfortunately neither theologian chemist naturalist philosopher therefore absolute ignorance great laws govern universe confine saying reply know whether worlds inhabited since know going see whether michel ardan antagonist hazarded arguments impossible say uproarious shouts crowd would allow expression opinion gain hearing
positive,silence restored triumphant orator contented adding following remarks gentlemen observe slightly touched upon great question
positive,another altogether different line argument favor habitability stars omit present
positive,desire call attention one point
positive,maintain planets inhabited one may reply might perfectly right could show earth best possible world spite voltaire said
positive,one satellite jupiter uranus saturn neptune several advantage means despised
negative,renders globe uncomfortable inclination axis plane orbit
negative,hence inequality days nights hence disagreeable diversity seasons
positive,surface unhappy spheroid always either hot cold frozen winter broiled summer planet rheumatism coughs bronchitis surface jupiter example axis slightly inclined inhabitants may enjoy uniform temperatures
positive,possesses zones perpetual springs summers autumns winters every jovian may choose climate likes spend whole life security variations temperature
positive,sure readily admit superiority jupiter planet say nothing years equal twelve
positive,auspices marvelous conditions existence appears inhabitants fortunate world must every respect superior
positive,require order attain perfection mere trifle axis rotation less inclined plane orbit hurrah roared energetic voice let us unite efforts invent necessary machines rectify earth axis thunder applause followed proposal author course j maston
positive,probability truth must told yankees could found point application would constructed lever capable raising earth rectifying axis
neutral,deficiency baffled daring mechanicians
positive,little dried man active figure american goatee beard
positive,profiting different movements crowd managed degrees gain front row spectators
positive,arms crossed stern gaze watched hero meeting
positive,put question remained silent appeared take notice thousands looks directed toward murmur disapprobation excited words
neutral,meeting first reply repeated question marked emphasis adding talk moon earth right sir replied michel ardan discussion become irregular
negative,return moon sir said unknown pretend satellite inhabited
positive,good selenites exist race beings assuredly must live without breathing warn sake smallest particle air surface moon remark ardan pushed shock red hair saw point involved struggle person upon gist whole question
neutral,looked sternly turn said oh
neutral,air moon
positive,pray good ventures affirm
positive,men science really really sir replied michel pleasantry apart profound respect men science possess science profound contempt men science know belong latter category decidedly
negative,france maintain mathematically bird cannot possibly fly others demonstrate theoretically fishes never made live water nothing persons description quote support statement names cannot refuse deference sir sadly embarrass poor ignorant besides asks nothing better learn introduce scientific questions never studied asked unknown somewhat coarsely
positive,reason always brave never suspects danger know nothing true precisely weakness constitutes strength weakness amounts folly retorted unknown passion
positive,better replied frenchman carries moon barbicane colleagues devoured eyes intruder boldly placed antagonism enterprise
positive,nobody knew president uneasy result free discussion watched new friend anxiety
negative,meeting began somewhat fidgety also contest directed attention dangers actual impossibilities proposed expedition
positive,sir replied ardan antagonist many incontrovertible reasons prove absence atmosphere moon
positive,might say priori one ever exist must absorbed earth prefer bring forward indisputable facts bring forward sir many please know said stranger luminous rays cross medium air deflected straight line words undergo refraction
neutral,well
neutral,stars occulted moon rays grazing edge disc exhibit least deviation offer slightest indication refraction
neutral,follows therefore moon cannot surrounded atmosphere
negative,point fact replied ardan chief argument really scientific man might puzzled answer
negative,simply say defective assumes angular diameter moon completely determined case
neutral,let us proceed
positive,tell dear sir admit existence volcanoes moon surface extinct yes
positive,activity volcanoes however one time state activity true furnish oxygen necessary combustion mere fact eruption prove presence atmosphere proceed let us set aside class arguments order come direct observations
neutral,1715 astronomers louville halley watching eclipse 3rd may remarked extraordinary scintillations
neutral,jets light rapid nature frequent recurrence attributed thunderstorms generated lunar atmosphere 1715 replied unknown astronomers louville halley mistook lunar phenomena purely terrestrial meteoric bodies generated atmosphere
positive,scientific explanation time facts answer replied ardan herschel 1787 observed great number luminous points moon surface yes
positive,without offering solution
neutral,herschel never inferred necessity lunar atmosphere
positive,may add baeer maedler two great authorities upon moon quite agreed entire absence air surface movement manifest among assemblage appeared growing excited arguments singular personage
positive,let us proceed replied ardan perfect coolness come one important fact
neutral,skillful french astronomer laussedat watching eclipse july 18 1860 probed horns lunar crescent rounded truncated
neutral,appearance could produced deviation solar rays traversing atmosphere moon
positive,possible explanation facts established fact absolutely certain counter movement took place favor hero meeting whose opponent reduced silence
positive,ardan resumed conversation without exhibiting exultation advantage gained simply said see dear sir must pronounce absolute positiveness existence atmosphere moon
negative,atmosphere probably extreme rarity nevertheless present day science generally admits exists mountains events returned unknown unwilling give
neutral,
positive,bottom valleys exceeding hundred feet height case well take every precaution air terribly rarified good sir always enough solitary individual besides arrived shall best economize breathe except grand occasions tremendous roar laughter rang ears mysterious interlocutor glared fiercely round upon assembly
negative,continued ardan careless air since accord regarding presence certain atmosphere forced admit presence certain quantity water
positive,happy consequence
neutral,moreover amiable contradictor permit submit one observation
positive,know one side moon disc little air face presented us possible plenty one turned away us reason moon action earth attraction assumed form egg look smaller end
neutral,hence follows hausen calculations center gravity situated hemisphere
positive,hence results great mass air water must drawn away face satellite first days creation pure fancies cried unknown
neutral,
positive,pure theories
negative,based upon laws mechanics seems difficult refute
positive,appeal meeting put whether life exists upon earth possible surface moon three hundred thousand auditors applauded proposition
neutral,ardan opponent tried get another word could obtain hearing
neutral,cries menaces fell upon like hail
neutral,enough
negative,enough cried
neutral,drive intruder shouted others
negative,turn roared exasperated crowd
neutral,holding firmly platform budge inch let storm pass would soon assumed formidable proportions michel ardan quieted gesture
negative,chivalrous abandon opponent apparent extremity
positive,wished say words asked pleasant voice
positive,yes thousand rather one
negative,persevere enterprise must rash person
neutral,treat
positive,demanded cylindro conical projectile order prevent turning round round way like squirrel unhappy man dreadful recoil smash pieces starting dear contradictor put finger upon true difficulty nevertheless good opinion industrial genius americans believe succeed overcoming heat developed rapidity projectile crossing strata air oh
positive,walls thick shall soon crossed atmosphere victuals water calculated twelvemonth supply shall four days journey air breathe road shall make chemical process fall moon supposing ever reach six times less dangerous sudden fall upon earth weight one sixth great surface moon still enough smash like glass prevent retarding shock means rockets conveniently placed lighted right moment supposing difficulties surmounted obstacles removed supposing everything combined favor granting may arrive safe sound moon come back coming back reply almost sublime simplicity assembly became silent
positive,silence eloquent could cries enthusiasm
negative,unknown profited opportunity protested inevitably kill cried death madman useless even science go dear unknown truly prophecies agreeable really much cried michel ardan adversary
neutral,know continue frivolous discussion
negative,please insane expedition
negative,need trouble pray stand upon ceremony
positive,another person responsible act may ask demanded michel ardan imperious tone
negative,ignoramus organized equally absurd impossible experiment attack direct
negative,barbicane ever since interference unknown making fearful efforts self control however seeing directly attacked could restrain longer
negative,rose suddenly rushing upon enemy thus braved face found separated
positive,platform lifted hundred strong arms president gun club shared michel ardan triumphal honors
negative,shield heavy bearers came continuous relays disputing struggling even fighting among eagerness lend shoulders demonstration
positive,however unknown profited tumult quit post
neutral,besides could done midst compact crowd
neutral,held front row crossed arms glaring president barbicane
positive,shouts immense crowd continued highest pitch throughout triumphant march
positive,michel ardan took evident pleasure
positive,face gleamed delight
positive,several times platform seemed seized pitching rolling like weatherbeaten ship
positive,two heros meeting good sea legs
neutral,never stumbled vessel arrived without dues port tampa town
positive,michel ardan managed fortunately escape last embraces vigorous admirers
positive,made hotel franklin quickly gained chamber slid bedclothes army hundred thousand men kept watch windows
negative,time scene short grave decisive took place mysterious personage president gun club
positive,barbicane free last gone straight adversary
neutral,come said shortly
negative,followed quay two presently found alone entrance open wharf jones fall
negative,two enemies still mutually unknown gazed
neutral,asked barbicane
negative,captain nicholl suspected
negative,hitherto chance never thrown way come purpose insulted publicly answer insult moment
positive,desire passes us shall secret
neutral,wood situated three miles tampa wood skersnaw
positive,know know good enter morrow morning five clock one side yes
negative,enter side hour forget rifle said barbicane
negative,forget replied nicholl
negative,words coldly spoken president gun club captain parted
negative,barbicane returned lodging instead snatching hours repose passed night endeavoring discover means evading recoil projectile resolving difficult problem proposed michel ardan discussion meeting
positive,resting hardly appropriate expression american beds rival marble granite tables hardness
negative,ardan sleeping badly enough tossing cloths served sheets dreaming making comfortable couch projectile frightful noise disturbed dreams
neutral,thundering blows shook door
neutral,seemed caused iron instrument
positive,great deal loud talking distinguishable racket rather early morning
positive,open door one shrieked heaven sake ardan saw reason complying demand roughly expressed
positive,however got opened door giving way blows determined visitor
negative,secretary gun club burst room
negative,bomb could made noise entered room less ceremony
negative,last night cried j maston ex abrupto president publicly insulted meeting
negative,provoked adversary none captain nicholl
negative,fighting morning wood skersnaw
neutral,heard particulars mouth barbicane
negative,killed scheme end
negative,must prevent duel one man alone enough influence barbicane stop man michel ardan j maston speaking michel ardan without interrupting hastily put clothes less two minutes two friends making suburbs tampa town rapid strides
neutral,walk maston told ardan state case
positive,told real causes hostility barbicane nicholl old date thanks unknown friends president captain yet never met face face
positive,added arose simply rivalry iron plates shot finally scene meeting long wished opportunity nicholl pay old grudge
negative,nothing dreadful private duels america
positive,two adversaries attack like wild beasts
positive,might well covet wonderful properties indians prairies quick intelligence ingenious cunning scent enemy
negative,single mistake moment hesitation single false step may cause death
negative,occasions yankees often accompanied dogs keep struggle hours
negative,demons cried michel ardan companion depicted scene much energy
positive,yes replied j modestly better make haste though michel ardan crossed plains still wet dew taken shortest route creeks ricefields could reach skersnaw five hours half
neutral,barbicane must passed border half hour ago
negative,old bushman working occupied selling fagots trees leveled axe
neutral,maston ran toward saying seen man go wood armed rifle
positive,barbicane president best friend worthy secretary gun club thought president must known world
neutral,bushman seem understand
neutral,hunter said ardan
neutral,hunter
positive,yes replied bushman
negative,long ago hour late cried maston
neutral,heard gunshots asked ardan
neutral,one one
neutral,hunter look knew hunt done said maston
negative,must go wood risk getting ball intended us ah cried maston tone could mistaken would rather twenty balls head one barbicane forward said ardan pressing companion hand
positive,moments later two friends disappeared copse
positive,dense thicket rose huge cypresses sycamores tulip trees olives tamarinds oaks magnolias
neutral,different trees interwoven branches inextricable maze eye could penetrate
positive,michel ardan maston walked side side silence tall grass cutting path strong creepers casting curious glances bushes momentarily expecting hear sound rifles
negative,traces barbicane ought left passage wood vestige visible followed barely perceptible paths along indians tracked enemy dense foliage darkly overshadowed
negative,hour spent vain pursuit two stopped intensified anxiety
negative,must said maston discouraged
neutral,man like barbicane would dodge enemy ensnare would even maneuver
positive,open brave
negative,gone straight ahead right danger doubtless far enough bushman wind prevent hearing report rifles surely replied michel ardan since entered wood heard came late cried maston tones despair
neutral,ardan reply make maston resuming walk silence
positive,time time indeed raised great shouts calling alternately barbicane nicholl neither however answered cries
negative,birds awakened sound flew past disappeared among branches frightened deer fled precipitately
neutral,another hour search continued
positive,greater part wood explored
neutral,nothing reveal presence combatants
negative,information bushman doubtful ardan propose abandoning useless pursuit maston stopped
neutral,hush said one one repeated michel ardan
positive,yes man
neutral,seems motionless
neutral,rifle hands
neutral,recognize asked ardan whose short sight little use circumstances
positive,yes
positive,yes
neutral,turning toward us answered maston
negative,captain nicholl nicholl cried michel ardan feeling terrible pang grief
neutral,nicholl unarmed
negative,longer fear adversary let us go said michel ardan find truth companion barely taken fifty steps paused examine captain attentively
positive,expected find bloodthirsty man happy revenge
neutral,seeing remained stupefied
negative,net composed fine meshes hung two enormous tulip trees midst snare wings entangled poor little bird uttering pitiful cries vainly struggled escape
positive,bird catcher laid snare human venomous spider peculiar country large pigeon egg armed enormous claws
negative,hideous creature instead rushing prey beaten sudden retreat taken refuge upper branches tulip tree formidable enemy menaced stronghold
negative,nicholl gun ground forgetful danger trying possible save victim cobweb prison
positive,last accomplished little bird flew joyfully away disappeared
positive,nicholl lovingly watched flight heard words pronounced voice full emotion indeed brave man turned
negative,michel ardan repeating different tone kindhearted one michel ardan cried captain
negative,press hand nicholl prevent either killing barbicane killed barbicane returned captain
neutral,looking last two hours vain
